anno,settimana,incidenza,numero_casi,numero_assistiti
2006,42,0.26,216,839158
2006,43,0.27,257,940408
2006,44,0.26,264,1018516
2006,45,0.43,482,1112240
2006,46,0.51,576,1128853
2006,47,0.53,599,1139219
2006,48,0.59,683,1157608
2006,49,0.65,751,1155228
2006,50,0.9,1022,1141139
2006,51,1.11,1221,1101079
2006,52,1.62,1783,1098249
