anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2025,5,1,IT,quantile,0.01,12.50387069790377,ILI
2025,5,2,IT,quantile,0.01,10.42480209408964,ILI
2025,5,3,IT,quantile,0.01,8.55343075717623,ILI
2025,5,4,IT,quantile,0.01,7.00858261099741,ILI
2025,5,1,IT,quantile,0.025,12.54195212833826,ILI
2025,5,2,IT,quantile,0.025,10.479700873301615,ILI
2025,5,3,IT,quantile,0.025,8.622052099240733,ILI
2025,5,4,IT,quantile,0.025,7.08734835042724,ILI
2025,5,1,IT,quantile,0.05,12.604209480183652,ILI
2025,5,2,IT,quantile,0.05,10.56945203480702,ILI
2025,5,3,IT,quantile,0.05,8.73423756570744,ILI
2025,5,4,IT,quantile,0.05,7.21611836502743,ILI
2025,5,1,IT,quantile,0.1,12.72472532043337,ILI
2025,5,2,IT,quantile,0.1,10.743189534421084,ILI
2025,5,3,IT,quantile,0.1,8.95140269326727,ILI
2025,5,4,IT,quantile,0.1,7.465387343686356,ILI
2025,5,1,IT,quantile,0.15,12.840770599403244,ILI
2025,5,2,IT,quantile,0.15,10.91048220373714,ILI
2025,5,3,IT,quantile,0.15,9.160512033234452,ILI
2025,5,4,IT,quantile,0.15,7.705409635420564,ILI
2025,5,1,IT,quantile,0.2,12.953207285918358,ILI
2025,5,2,IT,quantile,0.2,11.072572670347585,ILI
2025,5,3,IT,quantile,0.2,9.363118821843024,ILI
2025,5,4,IT,quantile,0.2,7.937968093738923,ILI
2025,5,1,IT,quantile,0.25,13.062751607711371,ILI
2025,5,2,IT,quantile,0.25,11.230493459231443,ILI
2025,5,3,IT,quantile,0.25,9.560513675219497,ILI
2025,5,4,IT,quantile,0.25,8.164544128512855,ILI
2025,5,1,IT,quantile,0.3,13.170014327863491,ILI
2025,5,2,IT,quantile,0.3,11.38512505589474,ILI
2025,5,3,IT,quantile,0.3,9.75379716605342,ILI
2025,5,4,IT,quantile,0.3,8.386401011766504,ILI
2025,5,1,IT,quantile,0.35,13.275529782599936,ILI
2025,5,2,IT,quantile,0.35,11.537237767705616,ILI
2025,5,3,IT,quantile,0.35,9.943932148640716,ILI
2025,5,4,IT,quantile,0.35,8.604643938010774,ILI
2025,5,1,IT,quantile,0.4,13.379777650032864,ILI
2025,5,2,IT,quantile,0.4,11.687523106050904,ILI
2025,5,3,IT,quantile,0.4,10.13178298536062,ILI
2025,5,4,IT,quantile,0.4,8.820265049630068,ILI
