anno,settimana,orizzonte,luogo,tipo_valore,id_valore,valore,target
2025,12,1,IT,quantile,0.01,5.3625557999748725,ILI
2025,12,2,IT,quantile,0.01,4.928390361271996,ILI
2025,12,3,IT,quantile,0.01,4.79453750460446,ILI
2025,12,4,IT,quantile,0.01,4.90496740667056,ILI
2025,12,1,IT,quantile,0.025,5.399476279727221,ILI
2025,12,2,IT,quantile,0.025,4.981650060131287,ILI
2025,12,3,IT,quantile,0.025,4.86125031864437,ILI
2025,12,4,IT,quantile,0.025,4.981623146188859,ILI
2025,12,1,IT,quantile,0.05,5.459835653627231,ILI
2025,12,2,IT,quantile,0.05,5.068721574337313,ILI
2025,12,3,IT,quantile,0.05,4.970315631813836,ILI
2025,12,4,IT,quantile,0.05,5.106943631572653,ILI
2025,12,1,IT,quantile,0.1,5.57667744735741,ILI
2025,12,2,IT,quantile,0.1,5.237271896272199,ILI
2025,12,3,IT,quantile,0.1,5.181440863920694,ILI
2025,12,4,IT,quantile,0.1,5.349535119145667,ILI
2025,12,1,IT,quantile,0.15,5.6891849693616905,ILI
2025,12,2,IT,quantile,0.15,5.399569807392163,ILI
2025,12,3,IT,quantile,0.15,5.384734359669089,ILI
2025,12,4,IT,quantile,0.15,5.583127622776688,ILI
2025,12,1,IT,quantile,0.2,5.798193910479158,ILI
2025,12,2,IT,quantile,0.2,5.556820834893162,ILI
2025,12,3,IT,quantile,0.2,5.581706155979365,ILI
2025,12,4,IT,quantile,0.2,5.809456236367762,ILI
2025,12,1,IT,quantile,0.25,5.904398663520175,ILI
2025,12,2,IT,quantile,0.25,5.710026676267154,ILI
2025,12,3,IT,quantile,0.25,5.77361097377441,ILI
2025,12,4,IT,quantile,0.25,6.0299626853447625,ILI
2025,12,1,IT,quantile,0.3,6.008391371839539,ILI
2025,12,2,IT,quantile,0.3,5.860041528885616,ILI
2025,12,3,IT,quantile,0.3,5.961518776114794,ILI
2025,12,4,IT,quantile,0.3,6.2458764008274175,ILI
