origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.45,102.75906084101796
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.45,88.88943610629822
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.45,77.42412330299587
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.5,120.71980047272284
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.5,104.2594251737218
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.5,90.60056954094624
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.5,79.2664210900098
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.55,121.84588493785034
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.55,105.75978950642563
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.55,92.31170297559426
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.55,81.10871887702373
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.6,122.97641921796668
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.6,107.26608265166809
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.6,94.0295980941489
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.6,82.95829665462486
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.65,124.11597755086916
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.65,108.78439919955576
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.65,95.76120564628788
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.65,84.82263797172297
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.7,125.26939218328135
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.7,110.3211775042756
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.7,97.51386843727074
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.7,86.70964848523887
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.75,126.44190659119266
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.75,111.88340383071042
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.75,99.29555415278796
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.75,88.62790663179125
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.8,127.63936173147836
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.8,113.47886051103512
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.8,101.11513837625203
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.8,90.5869683392512
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.85,128.86843400122694
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.85,115.1164429952561
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.85,102.98276617815714
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.85,92.5977563331888
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.9,130.13695265681667
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.9,116.806582771761
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.9,104.91033444792149
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.9,94.67307944113544
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.95,131.45434008530935
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.95,118.56183397295666
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.95,106.91216090507233
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.95,96.82835288581192
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.975,132.1348900651495
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.975,119.46858026774626
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.975,107.94628566259809
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.975,97.94174691675606
2025-03-12,ILI incidence,2025-03-09,1,FI,quantile,0.99,132.55116727492927
2025-03-12,ILI incidence,2025-03-16,2,FI,quantile,0.99,120.02321670702996
2025-03-12,ILI incidence,2025-03-23,3,FI,quantile,0.99,108.57883666014293
2025-03-12,ILI incidence,2025-03-30,4,FI,quantile,0.99,98.6227851568802
2025-03-12,ILI incidence,2025-03-09,1,FI,median,,120.71980047272284
2025-03-12,ILI incidence,2025-03-16,2,FI,median,,104.2594251737218
2025-03-12,ILI incidence,2025-03-23,3,FI,median,,90.60056954094624
2025-03-12,ILI incidence,2025-03-30,4,FI,median,,79.2664210900098
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.01,982.0014729105956
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.01,908.430096673952
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.01,849.5404803277976
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.01,801.2282643776928
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.025,988.3213223422332
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.025,915.7148131369617
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.025,857.4810379698605
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.025,809.6335180542768
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.05,998.6533157885468
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.05,927.624217556832
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.05,870.4626430548101
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.05,823.3748305397168
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.1,1018.6536665058276
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.1,950.6780712462518
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.1,895.5920293558511
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.1,849.9748347356756
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.15,1037.912099867559
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.15,972.8767372239024
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.15,919.789235611922
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.15,875.588105996315
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.2,1056.5716649432504
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.2,994.3851042142628
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.2,943.233995437624
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.2,900.4048962778625
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.25,1074.7512241647376
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.25,1015.340181670388
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.25,966.0756532123886
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.25,924.5832898674512
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.3,1092.552137451213
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.3,1035.8588043808325
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.3,988.4415623312058
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.3,948.2580931149274
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.35,1110.0630812113816
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.35,1056.0431872007684
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.35,1010.4431400267844
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.35,971.547243594335
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.4,1127.3636610012827
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.4,1075.9850892632105
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.4,1032.1804064836554
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.4,994.5566148553228
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.45,1144.5272391645467
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.45,1095.7690733220957
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.45,1053.745537619086
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.45,1017.3837771193332
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.5,1161.623260997396
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.5,1115.4751870586458
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.5,1075.2257877867746
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.5,1040.1210910252876
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.55,1178.7192828302454
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.55,1135.181300795196
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.55,1096.7060379544632
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.55,1062.858404931242
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.6,1195.8828609935094
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.6,1154.9652848540811
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.6,1118.271169089894
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.6,1085.685567195252
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.65,1213.1834407834106
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.65,1174.9071869165232
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.65,1140.0084355467648
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.65,1108.6949384562402
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.7,1230.6943845435792
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.7,1195.0915697364592
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.7,1162.0100132423436
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.7,1131.9840889356478
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.75,1248.4952978300546
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.75,1215.6101924469035
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.75,1184.3759223611607
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.75,1155.658892183124
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.8,1266.6748570515415
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.8,1236.565269903029
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.8,1207.2175801359251
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.8,1179.837285772713
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.85,1285.3344221272332
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.85,1258.0736368933892
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.85,1230.6623399616274
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.85,1204.65407605426
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.9,1304.5928554889645
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.9,1280.27230287104
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.9,1254.8595462176982
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.9,1230.2673473148996
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.95,1324.5932062062454
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.95,1303.3261565604594
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.95,1279.9889325187391
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.95,1256.8673515108585
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.975,1334.9251996525588
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.975,1315.23556098033
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.975,1292.9705376036889
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.975,1270.6086639962982
2025-03-12,ILI incidence,2025-03-09,1,GR,quantile,0.99,1341.2450490841968
2025-03-12,ILI incidence,2025-03-16,2,GR,quantile,0.99,1322.5202774433396
2025-03-12,ILI incidence,2025-03-23,3,GR,quantile,0.99,1300.9110952457518
2025-03-12,ILI incidence,2025-03-30,4,GR,quantile,0.99,1279.0139176728824
2025-03-12,ILI incidence,2025-03-09,1,GR,median,,1161.623260997396
2025-03-12,ILI incidence,2025-03-16,2,GR,median,,1115.4751870586458
2025-03-12,ILI incidence,2025-03-23,3,GR,median,,1075.2257877867746
2025-03-12,ILI incidence,2025-03-30,4,GR,median,,1040.1210910252876
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.01,718.8624286095126
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.01,606.0811752283954
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.01,496.0468557896402
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.01,394.92299504633786
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.025,721.1637702820633
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.025,609.250829304231
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.025,499.91977821058936
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.025,399.34428761609166
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.05,724.926114201127
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.05,614.4327320525259
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.05,506.2514178333636
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.05,406.5724291009577
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.1,732.2091422335495
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.1,624.4636977986105
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.1,518.5080083673138
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.1,420.5644399827528
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.15,739.2220047586471
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.15,634.1225626908079
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.15,530.3099380122853
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.15,434.0374141806923
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.2,746.0167923821288
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.2,643.4810714868248
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.2,541.7448699245912
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.2,447.0914271467274
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.25,752.6367882661397
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.25,652.5988383903866
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.25,552.8856452347432
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.25,459.80963364465146
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.3,759.1189021200785
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.3,661.5266994039125
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.3,563.7943792048014
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.3,472.2629438856088
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.35,765.495425016214
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.35,670.3091292484102
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.35,574.5254144033979
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.35,484.5133948455053
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.4,771.7953449210255
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.4,678.9860532540454
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.4,585.1275346102968
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.4,496.6166776380665
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.45,778.04537636631
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.45,687.5942655334024
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.45,595.6456976474485
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.45,508.6241156988115
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.5,784.2708075105733
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.5,696.1685956450967
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.5,606.1224608965879
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.5,520.5842921428151
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.55,790.4962386548365
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.55,704.742925756791
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.55,616.5992241457272
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.55,532.5444685868187
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.6,796.746270100121
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.6,713.3511380361481
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.6,627.1173871828789
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.6,544.5519066475637
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.65,803.0461900049326
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.65,722.0280620417833
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.65,637.7195073897778
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.65,556.6551894401249
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.7,809.422712901068
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.7,730.8104918862809
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.7,648.4505425883743
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.7,568.9056404000214
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.75,815.9048267550069
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.75,739.7383528998068
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.75,659.3592765584326
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.75,581.3589506409787
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.8,822.5248226390178
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.8,748.8561198033686
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.8,670.5000518685846
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.8,594.0771571389027
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.85,829.3196102624994
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.85,758.2146285993856
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.85,681.9349837808904
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.85,607.131170104938
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.9,836.332472787597
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.9,767.873493491583
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.9,693.736913425862
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.9,620.6041443028774
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.95,843.6155008200195
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.95,777.9044592376675
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.95,705.9935039598122
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.95,634.5961551846725
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.975,847.3778447390832
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.975,783.0863619859624
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.975,712.3251435825864
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.975,641.8242966695386
2025-03-12,ILI incidence,2025-03-09,1,HU,quantile,0.99,849.679186411634
2025-03-12,ILI incidence,2025-03-16,2,HU,quantile,0.99,786.256016061798
2025-03-12,ILI incidence,2025-03-23,3,HU,quantile,0.99,716.1980660035356
2025-03-12,ILI incidence,2025-03-30,4,HU,quantile,0.99,646.2455892392924
2025-03-12,ILI incidence,2025-03-09,1,HU,median,,784.2708075105733
2025-03-12,ILI incidence,2025-03-16,2,HU,median,,696.1685956450967
2025-03-12,ILI incidence,2025-03-23,3,HU,median,,606.1224608965879
2025-03-12,ILI incidence,2025-03-30,4,HU,median,,520.5842921428151
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.01,1.6573113395301051
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.01,1.719298622005791
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.01,1.2740245819162157
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.01,1.4170834164907191
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.025,1.931797419407008
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.025,2.079932048347404
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.025,1.6916163361617669
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.025,1.856403259175293
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.05,2.3805404486625896
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.05,2.669512897984406
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.05,2.3743153964432206
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.05,2.5746244422195232
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.1,3.2492032109535662
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.1,3.810805121039413
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.1,3.695862947836554
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.1,3.964934611124134
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.15,4.0856427393336165
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.15,4.909760861099304
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.15,4.968387405664041
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.15,5.303670922225518
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.2,4.896071994846287
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.2,5.97454301454799
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.2,6.20134091155121
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.2,6.600777329947449
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.25,5.685653455381601
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.25,7.011934300897975
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.25,7.402577445558967
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.25,7.864516471781506
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.3,6.458789423110976
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.3,8.027718683097696
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.3,8.578794487892157
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.3,9.101934310489316
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.35,7.219331325203079
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.35,9.026956357193392
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.35,9.735851440340603
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.35,10.319195123613143
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.4,7.970736620138519
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.4,10.014189903627962
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.4,10.879008337048102
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.4,11.521832634817486
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.45,8.716191608846078
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.45,10.993605642603208
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.45,12.013112684288927
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.45,12.714946575292378
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.5,9.45871246557677
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.5,11.96916637345334
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.5,13.142753164655495
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.5,13.903364385460511
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.55,10.201233322307464
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.55,12.944727104303473
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.55,14.272393645022062
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.55,15.091782195628644
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.6,10.946688311015022
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.6,13.92414284327872
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.6,15.406497992262889
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.6,16.284896136103537
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.65,11.69809360595046
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.65,14.911376389713288
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.65,16.549654888970387
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.65,17.487533647307878
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.7,12.458635508042564
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.7,15.910614063808984
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.7,17.706711841418834
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.7,18.704794460431707
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.75,13.23177147577194
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.75,16.926398446008704
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.75,18.882928883752022
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.75,19.94221229913952
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.8,14.021352936307252
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.8,17.96378973235869
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.8,20.08416541775978
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.8,21.20595144097357
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.85,14.831782191819924
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.85,19.028571885807377
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.85,21.31711892364695
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.85,22.503057848695505
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.9,15.668221720199972
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.9,20.127527625867263
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.9,22.58964338147444
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.9,23.84179415979689
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.95,16.53688448249095
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.95,21.26881984892228
2025-03-12,ILI incidence,2025-03-23,3,IE,quantile,0.95,23.91119093286777
2025-03-12,ILI incidence,2025-03-30,4,IE,quantile,0.95,25.2321043287015
2025-03-12,ILI incidence,2025-03-09,1,IE,quantile,0.975,16.985627511746532
2025-03-12,ILI incidence,2025-03-16,2,IE,quantile,0.975,21.85840069855928
