anno,settimana,incidenza,numero_casi,numero_assistiti
2004,42,0.25,210,845492
2004,43,0.37,332,907066
2004,44,0.29,284,985895
2004,45,0.37,386,1054900
2004,46,0.46,508,1095060
2004,47,0.64,715,1118847
