anno,settimana,incidenza,numero_casi,numero_assistiti
2004,42,0.25,210,845492
2004,43,0.37,332,907066
2004,44,0.29,284,985895
2004,45,0.37,386,1054900
2004,46,0.46,508,1095060
2004,47,0.64,715,1118847
2004,48,0.65,739,1128794
2004,49,0.78,869,1118415
2004,50,0.84,956,1135350
2004,51,1.24,1402,1130134
2004,52,1.78,1989,1116857
2004,53,2.9,3195,1102496
2005,01,3.49,3901,1116650
2005,02,5.07,5749,1135002
2005,03,7.89,8926,1131789
2005,04,11.34,12797,1128454
