anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,44,0.17,3.0,17908.0,ILI
2012,45,0.18,4.0,22398.0,ILI
2012,46,0.3,6.0,20069.0,ILI
2012,47,0.34,5.0,14925.0,ILI
2012,48,0.91,16.0,17656.0,ILI
2012,49,1.07,22.0,20596.0,ILI
