anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,44,0.17,3.0,17908.0,ILI
2012,45,0.18,4.0,22398.0,ILI
2012,46,0.3,6.0,20069.0,ILI
2012,47,0.34,5.0,14925.0,ILI
2012,48,0.91,16.0,17656.0,ILI
2012,49,1.07,22.0,20596.0,ILI
2012,50,1.01,19.0,18838.0,ILI
2012,51,0.89,12.0,13451.0,ILI
2012,52,0.89,12.0,13451.0,ILI
2013,1,1.94,39.0,20152.0,ILI
2013,2,2.3,45.0,19542.0,ILI
2013,3,3.38,61.0,18071.0,ILI
2013,4,4.75,100.0,21051.0,ILI
2013,5,7.27,163.0,22431.0,ILI
2013,6,8.35,174.0,20846.0,ILI
2013,7,9.32,202.0,21683.0,ILI
