anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
2023,46,IT,quantile,0.010,1,7.922572334644939
2023,46,IT,quantile,0.010,2,8.108503355839796
2023,46,IT,quantile,0.010,3,6.928234276010218
2023,46,IT,quantile,0.010,4,5.196474580887122
2023,46,IT,quantile,0.025,1,8.168345855672174
2023,46,IT,quantile,0.025,2,8.772560750272492
2023,46,IT,quantile,0.025,3,8.527040063789965
2023,46,IT,quantile,0.025,4,7.30129825391719
2023,46,IT,quantile,0.050,1,8.437840533565359
2023,46,IT,quantile,0.050,2,9.282244438918932
2023,46,IT,quantile,0.050,3,9.429215428102603
2023,46,IT,quantile,0.050,4,8.408419180996617
2023,46,IT,quantile,0.100,1,8.742388828593928
2023,46,IT,quantile,0.100,2,9.796776210594327
2023,46,IT,quantile,0.100,3,10.093102983989157
2023,46,IT,quantile,0.100,4,9.371024531890368
2023,46,IT,quantile,0.150,1,8.934160312099824
2023,46,IT,quantile,0.150,2,10.065634317142315
2023,46,IT,quantile,0.150,3,10.547705602460889
2023,46,IT,quantile,0.150,4,10.019849549230518
2023,46,IT,quantile,0.200,1,9.123641456515251
2023,46,IT,quantile,0.200,2,10.3471453631135
2023,46,IT,quantile,0.200,3,10.925610770436217
2023,46,IT,quantile,0.200,4,10.559823183603203
2023,46,IT,quantile,0.250,1,9.235326695069126
2023,46,IT,quantile,0.250,2,10.544673351754296
2023,46,IT,quantile,0.250,3,11.238340645983936
2023,46,IT,quantile,0.250,4,10.91072942113765
2023,46,IT,quantile,0.300,1,9.350778049958318
2023,46,IT,quantile,0.300,2,10.746199955195443
2023,46,IT,quantile,0.300,3,11.473527218285824
2023,46,IT,quantile,0.300,4,11.171436010313853
2023,46,IT,quantile,0.350,1,9.476323966100816
2023,46,IT,quantile,0.350,2,10.924676484216224
2023,46,IT,quantile,0.350,3,11.707405053087834
2023,46,IT,quantile,0.350,4,11.486920422646005
2023,46,IT,quantile,0.400,1,9.605043321909454
2023,46,IT,quantile,0.400,2,11.101177347649234
2023,46,IT,quantile,0.400,3,11.95140293489764
2023,46,IT,quantile,0.400,4,11.805142961777094
2023,46,IT,quantile,0.450,1,9.70408279704324
2023,46,IT,quantile,0.450,2,11.227120024232764
2023,46,IT,quantile,0.450,3,12.168138544039683
2023,46,IT,quantile,0.450,4,12.206642089504957
2023,46,IT,quantile,0.500,1,9.785075217354562
2023,46,IT,quantile,0.500,2,11.351008443233075
2023,46,IT,quantile,0.500,3,12.4485484002926
2023,46,IT,quantile,0.500,4,12.512657734358246
2023,46,IT,quantile,0.550,1,9.89627222941613
2023,46,IT,quantile,0.550,2,11.495026007823364
2023,46,IT,quantile,0.550,3,12.696131389936768
2023,46,IT,quantile,0.550,4,12.815365669946232
2023,46,IT,quantile,0.600,1,10.000960472749192
2023,46,IT,quantile,0.600,2,11.673418165101838
2023,46,IT,quantile,0.600,3,12.915279567665335
2023,46,IT,quantile,0.600,4,13.141722627028372
2023,46,IT,quantile,0.650,1,10.117722516467976
2023,46,IT,quantile,0.650,2,11.912913680784367
2023,46,IT,quantile,0.650,3,13.166338883430704
2023,46,IT,quantile,0.650,4,13.42939568027973
2023,46,IT,quantile,0.700,1,10.22195771792283
2023,46,IT,quantile,0.700,2,12.094940800500948
2023,46,IT,quantile,0.700,3,13.425709640343346
2023,46,IT,quantile,0.700,4,13.713298647082558
2023,46,IT,quantile,0.750,1,10.319815842787094
2023,46,IT,quantile,0.750,2,12.2421522398351
2023,46,IT,quantile,0.750,3,13.68886653469838
2023,46,IT,quantile,0.750,4,14.078410113855163
2023,46,IT,quantile,0.800,1,10.42547597424434
2023,46,IT,quantile,0.800,2,12.428766285140536
2023,46,IT,quantile,0.800,3,13.97931830162772
2023,46,IT,quantile,0.800,4,14.457189082476274
2023,46,IT,quantile,0.850,1,10.549577068683938
2023,46,IT,quantile,0.850,2,12.640259318093673
2023,46,IT,quantile,0.850,3,14.257994288708383
2023,46,IT,quantile,0.850,4,14.858183398864067
2023,46,IT,quantile,0.900,1,10.699198585107805
2023,46,IT,quantile,0.900,2,12.890317275156308
2023,46,IT,quantile,0.900,3,14.661448410256462
2023,46,IT,quantile,0.900,4,15.352222604232608
2023,46,IT,quantile,0.950,1,10.917111040273898
2023,46,IT,quantile,0.950,2,13.251532374076806
2023,46,IT,quantile,0.950,3,15.281511278000902
2023,46,IT,quantile,0.950,4,16.232311817410682
2023,46,IT,quantile,0.975,1,11.143780359097455
2023,46,IT,quantile,0.975,2,13.554771057821007
2023,46,IT,quantile,0.975,3,15.671820373667654
2023,46,IT,quantile,0.975,4,16.89264974580776
2023,46,IT,quantile,0.990,1,11.305958229208311
2023,46,IT,quantile,0.990,2,13.940875543131318
2023,46,IT,quantile,0.990,3,16.31771417688202
2023,46,IT,quantile,0.990,4,17.391843542755318
