orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana
1,17,quantile,0.01,14.459577458953328,2023,50
2,17,quantile,0.01,13.63026204332611,2023,50
3,17,quantile,0.01,10.61802714834479,2023,50
4,17,quantile,0.01,8.121879578319142,2023,50
1,17,quantile,0.025,14.758233079635952,2023,50
2,17,quantile,0.025,13.881759484377746,2023,50
3,17,quantile,0.025,10.809392181099756,2023,50
4,17,quantile,0.025,8.293219667423422,2023,50
1,17,quantile,0.05,15.227300811876557,2023,50
2,17,quantile,0.05,14.3442431422886,2023,50
3,17,quantile,0.05,11.097841693151954,2023,50
4,17,quantile,0.05,8.435253717682768,2023,50
1,17,quantile,0.1,15.685008917856056,2023,50
2,17,quantile,0.1,14.821626708637629,2023,50
3,17,quantile,0.1,11.506233939208109,2023,50
4,17,quantile,0.1,8.849805414809845,2023,50
1,17,quantile,0.15,16.10303858461491,2023,50
2,17,quantile,0.15,15.110046381896051,2023,50
3,17,quantile,0.15,11.817597888588548,2023,50
4,17,quantile,0.15,9.173981431412074,2023,50
1,17,quantile,0.2,16.345238004202624,2023,50
2,17,quantile,0.2,15.47359839551231,2023,50
3,17,quantile,0.2,12.19044116098477,2023,50
4,17,quantile,0.2,9.557296446619574,2023,50
1,17,quantile,0.25,16.567725508515178,2023,50
2,17,quantile,0.25,15.81124006697235,2023,50
3,17,quantile,0.25,12.484527868084262,2023,50
4,17,quantile,0.25,9.970030966986418,2023,50
1,17,quantile,0.3,16.764944353299075,2023,50
2,17,quantile,0.3,16.007785851545382,2023,50
3,17,quantile,0.3,12.890213718276348,2023,50
4,17,quantile,0.3,10.307089197839144,2023,50
1,17,quantile,0.35,16.94333004336959,2023,50
2,17,quantile,0.35,16.292960826508807,2023,50
3,17,quantile,0.35,13.15857690391876,2023,50
4,17,quantile,0.35,10.679952962911658,2023,50
1,17,quantile,0.4,17.109594528427767,2023,50
2,17,quantile,0.4,16.574839420051063,2023,50
3,17,quantile,0.4,13.449067072581464,2023,50
4,17,quantile,0.4,10.941470149617713,2023,50
1,17,quantile,0.45,17.2696790157559,2023,50
2,17,quantile,0.45,16.830418844506696,2023,50
3,17,quantile,0.45,13.725984331204684,2023,50
4,17,quantile,0.45,11.220425337391658,2023,50
1,17,quantile,0.5,17.42128602247915,2023,50
2,17,quantile,0.5,17.089326341475246,2023,50
3,17,quantile,0.5,14.019793746096171,2023,50
4,17,quantile,0.5,11.5737882040673,2023,50
1,17,quantile,0.55,17.53637491147926,2023,50
2,17,quantile,0.55,17.263453707470482,2023,50
3,17,quantile,0.55,14.333916915128407,2023,50
4,17,quantile,0.55,12.00556604838289,2023,50
1,17,quantile,0.6,17.699582456717835,2023,50
2,17,quantile,0.6,17.47264199264626,2023,50
3,17,quantile,0.6,14.605903403745057,2023,50
4,17,quantile,0.6,12.37978073335245,2023,50
1,17,quantile,0.65,17.864491161100513,2023,50
2,17,quantile,0.65,17.722571237404082,2023,50
3,17,quantile,0.65,14.986862861049929,2023,50
4,17,quantile,0.65,12.766339031793713,2023,50
1,17,quantile,0.7,18.06439966531177,2023,50
2,17,quantile,0.7,18.00742398631393,2023,50
3,17,quantile,0.7,15.380172432075128,2023,50
4,17,quantile,0.7,13.221925507877277,2023,50
1,17,quantile,0.75,18.25148701578828,2023,50
2,17,quantile,0.75,18.34091934494869,2023,50
3,17,quantile,0.75,15.703148060190813,2023,50
4,17,quantile,0.75,13.612551537482592,2023,50
1,17,quantile,0.8,18.467923839152803,2023,50
2,17,quantile,0.8,18.86868090866612,2023,50
3,17,quantile,0.8,16.211788342870445,2023,50
4,17,quantile,0.8,14.210498374882754,2023,50
1,17,quantile,0.85,18.77011312469377,2023,50
2,17,quantile,0.85,19.223368291600508,2023,50
3,17,quantile,0.85,16.86326849618204,2023,50
4,17,quantile,0.85,14.964558244379903,2023,50
1,17,quantile,0.9,19.11768679370897,2023,50
2,17,quantile,0.9,19.60739105239101,2023,50
3,17,quantile,0.9,17.434436145127588,2023,50
4,17,quantile,0.9,15.710420866604814,2023,50
1,17,quantile,0.95,19.48191222039195,2023,50
2,17,quantile,0.95,20.229052376069763,2023,50
3,17,quantile,0.95,18.241794542397717,2023,50
4,17,quantile,0.95,16.8077023218412,2023,50
1,17,quantile,0.975,19.831538310126227,2023,50
2,17,quantile,0.975,20.828847839376557,2023,50
3,17,quantile,0.975,18.92950563403177,2023,50
4,17,quantile,0.975,17.68205669210875,2023,50
1,17,quantile,0.99,20.283760619110613,2023,50
2,17,quantile,0.99,21.28803574608529,2023,50
3,17,quantile,0.99,19.948842855293968,2023,50
4,17,quantile,0.99,18.743187668258518,2023,50
1,7,quantile,0.01,12.48187407608845,2023,50
2,7,quantile,0.01,12.101435177004506,2023,50
3,7,quantile,0.01,9.891880574261956,2023,50
4,7,quantile,0.01,8.119658497626869,2023,50
1,7,quantile,0.025,12.88352171776,2023,50
2,7,quantile,0.025,12.448049814662204,2023,50
3,7,quantile,0.025,10.077675154354502,2023,50
4,7,quantile,0.025,8.184114395451239,2023,50
1,7,quantile,0.05,13.1466040222253,2023,50
2,7,quantile,0.05,12.688249899226037,2023,50
3,7,quantile,0.05,10.232413267293644,2023,50
4,7,quantile,0.05,8.249134925047056,2023,50
1,7,quantile,0.1,13.582559568471268,2023,50
2,7,quantile,0.1,13.03057935515454,2023,50
3,7,quantile,0.1,10.498552795507868,2023,50
4,7,quantile,0.1,8.35839792262864,2023,50
1,7,quantile,0.15,13.832727327076366,2023,50
2,7,quantile,0.15,13.386560903609457,2023,50
3,7,quantile,0.15,10.79923800910841,2023,50
4,7,quantile,0.15,8.588337591209182,2023,50
1,7,quantile,0.2,14.112734585736876,2023,50
2,7,quantile,0.2,13.718909673179578,2023,50
3,7,quantile,0.2,10.959763393117594,2023,50
4,7,quantile,0.2,8.835008968676114,2023,50
1,7,quantile,0.25,14.374955548715477,2023,50
2,7,quantile,0.25,13.85900887277711,2023,50
3,7,quantile,0.25,11.12659351276172,2023,50
4,7,quantile,0.25,9.033187281983505,2023,50
1,7,quantile,0.3,14.546801928527236,2023,50
2,7,quantile,0.3,14.122250611692367,2023,50
3,7,quantile,0.3,11.30129935659013,2023,50
4,7,quantile,0.3,9.16856324616734,2023,50
1,7,quantile,0.35,14.710451517081529,2023,50
2,7,quantile,0.35,14.33414261912684,2023,50
3,7,quantile,0.35,11.59061889900601,2023,50
4,7,quantile,0.35,9.462526661900746,2023,50
1,7,quantile,0.4,14.81772163476331,2023,50
2,7,quantile,0.4,14.46582524734119,2023,50
3,7,quantile,0.4,11.83215610253371,2023,50
4,7,quantile,0.4,9.71971975817673,2023,50
1,7,quantile,0.45,14.947848064223276,2023,50
2,7,quantile,0.45,14.647730623911071,2023,50
3,7,quantile,0.45,11.978062734982554,2023,50
4,7,quantile,0.45,10.015923071020756,2023,50
1,7,quantile,0.5,15.080162333659365,2023,50
2,7,quantile,0.5,14.788881290442154,2023,50
3,7,quantile,0.5,12.32789103578981,2023,50
4,7,quantile,0.5,10.324509196760134,2023,50
1,7,quantile,0.55,15.275518934062376,2023,50
2,7,quantile,0.55,15.017299101888472,2023,50
3,7,quantile,0.55,12.596536051560031,2023,50
4,7,quantile,0.55,10.646162536194463,2023,50
1,7,quantile,0.6,15.478252974680403,2023,50
2,7,quantile,0.6,15.250839902973066,2023,50
3,7,quantile,0.6,12.85906778601668,2023,50
4,7,quantile,0.6,10.963959482976945,2023,50
1,7,quantile,0.65,15.651492109047073,2023,50
2,7,quantile,0.65,15.399111708154583,2023,50
3,7,quantile,0.65,13.131126859715769,2023,50
4,7,quantile,0.65,11.364017389734498,2023,50
1,7,quantile,0.7,15.794520717998733,2023,50
2,7,quantile,0.7,15.620899736230829,2023,50
3,7,quantile,0.7,13.351261358681056,2023,50
4,7,quantile,0.7,11.676298690623677,2023,50
1,7,quantile,0.75,15.994384494779364,2023,50
2,7,quantile,0.75,15.858916436754336,2023,50
3,7,quantile,0.75,13.647074510789798,2023,50
4,7,quantile,0.75,12.074686334204248,2023,50
1,7,quantile,0.8,16.194340501052892,2023,50
2,7,quantile,0.8,16.250686502594643,2023,50
3,7,quantile,0.8,13.942480547521376,2023,50
4,7,quantile,0.8,12.351138711127174,2023,50
1,7,quantile,0.85,16.487707268496095,2023,50
2,7,quantile,0.85,16.505281046249387,2023,50
3,7,quantile,0.85,14.506130417495177,2023,50
4,7,quantile,0.85,12.779795648350614,2023,50
1,7,quantile,0.9,16.90447648120536,2023,50
2,7,quantile,0.9,17.067756157671734,2023,50
3,7,quantile,0.9,14.969447644694732,2023,50
4,7,quantile,0.9,13.628637901310023,2023,50
1,7,quantile,0.95,17.441965258786126,2023,50
2,7,quantile,0.95,17.603727395068667,2023,50
3,7,quantile,0.95,15.719397872016012,2023,50
4,7,quantile,0.95,14.726021447275308,2023,50
1,7,quantile,0.975,17.81231635699621,2023,50
2,7,quantile,0.975,18.08426490962295,2023,50
3,7,quantile,0.975,16.304474272637613,2023,50
4,7,quantile,0.975,15.33945300067428,2023,50
1,7,quantile,0.99,18.02078847734554,2023,50
2,7,quantile,0.99,18.4910507432074,2023,50
3,7,quantile,0.99,16.590498811632457,2023,50
4,7,quantile,0.99,15.81826663057736,2023,50
1,IT,quantile,0.01,13.648038805655702,2023,50
2,IT,quantile,0.01,13.75646290525739,2023,50
