orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
-1,17,quantile,0.01,6.403551043511593,2025,14,ILI
0,17,quantile,0.01,5.324676780934637,2025,14,ILI
1,17,quantile,0.01,4.6614630728101485,2025,14,ILI
2,17,quantile,0.01,4.229088212057386,2025,14,ILI
3,17,quantile,0.01,3.839926833154335,2025,14,ILI
4,17,quantile,0.01,3.5393543966626577,2025,14,ILI
-1,17,quantile,0.025,6.529837781468942,2025,14,ILI
0,17,quantile,0.025,5.42138009144729,2025,14,ILI
1,17,quantile,0.025,4.774914159814073,2025,14,ILI
2,17,quantile,0.025,4.301739526583666,2025,14,ILI
3,17,quantile,0.025,3.93340295675498,2025,14,ILI
4,17,quantile,0.025,3.62658353417157,2025,14,ILI
-1,17,quantile,0.05,6.615491293442638,2025,14,ILI
0,17,quantile,0.05,5.500150357342655,2025,14,ILI
1,17,quantile,0.05,4.872520088423786,2025,14,ILI
2,17,quantile,0.05,4.393374720646343,2025,14,ILI
3,17,quantile,0.05,4.017010782986456,2025,14,ILI
4,17,quantile,0.05,3.755146479176424,2025,14,ILI
-1,17,quantile,0.1,6.825240197879236,2025,14,ILI
0,17,quantile,0.1,5.636476037468795,2025,14,ILI
1,17,quantile,0.1,4.944942986110932,2025,14,ILI
2,17,quantile,0.1,4.494687818839061,2025,14,ILI
3,17,quantile,0.1,4.1574761170556185,2025,14,ILI
4,17,quantile,0.1,3.901336702625433,2025,14,ILI
-1,17,quantile,0.15,6.961735141248075,2025,14,ILI
0,17,quantile,0.15,5.7285991174525694,2025,14,ILI
1,17,quantile,0.15,5.020372421332738,2025,14,ILI
2,17,quantile,0.15,4.574623287497909,2025,14,ILI
3,17,quantile,0.15,4.241786834755261,2025,14,ILI
4,17,quantile,0.15,3.984839744659268,2025,14,ILI
-1,17,quantile,0.2,7.105456959940835,2025,14,ILI
0,17,quantile,0.2,5.798265835006169,2025,14,ILI
1,17,quantile,0.2,5.0717496527739945,2025,14,ILI
2,17,quantile,0.2,4.623059334461939,2025,14,ILI
3,17,quantile,0.2,4.301387671715223,2025,14,ILI
4,17,quantile,0.2,4.062704690319569,2025,14,ILI
-1,17,quantile,0.25,7.236443377540651,2025,14,ILI
0,17,quantile,0.25,5.891306280547349,2025,14,ILI
1,17,quantile,0.25,5.137999094938103,2025,14,ILI
2,17,quantile,0.25,4.685609887745326,2025,14,ILI
3,17,quantile,0.25,4.348810162242213,2025,14,ILI
4,17,quantile,0.25,4.120784237942468,2025,14,ILI
-1,17,quantile,0.3,7.333670877293349,2025,14,ILI
0,17,quantile,0.3,5.977581514520996,2025,14,ILI
1,17,quantile,0.3,5.201732259007671,2025,14,ILI
2,17,quantile,0.3,4.733396503968834,2025,14,ILI
3,17,quantile,0.3,4.404435679966326,2025,14,ILI
4,17,quantile,0.3,4.169616841435277,2025,14,ILI
-1,17,quantile,0.35,7.432422340152468,2025,14,ILI
0,17,quantile,0.35,6.05787495683644,2025,14,ILI
1,17,quantile,0.35,5.272004910165694,2025,14,ILI
2,17,quantile,0.35,4.768735164264802,2025,14,ILI
3,17,quantile,0.35,4.448587010838272,2025,14,ILI
4,17,quantile,0.35,4.221314009305312,2025,14,ILI
-1,17,quantile,0.4,7.536215614823751,2025,14,ILI
0,17,quantile,0.4,6.146814523857895,2025,14,ILI
1,17,quantile,0.4,5.3214175628566815,2025,14,ILI
2,17,quantile,0.4,4.816610009098597,2025,14,ILI
3,17,quantile,0.4,4.48414445257812,2025,14,ILI
4,17,quantile,0.4,4.261772082392707,2025,14,ILI
-1,17,quantile,0.45,7.651750451675304,2025,14,ILI
0,17,quantile,0.45,6.21018610298924,2025,14,ILI
1,17,quantile,0.45,5.379370725443403,2025,14,ILI
2,17,quantile,0.45,4.860282075024672,2025,14,ILI
3,17,quantile,0.45,4.5199989353725885,2025,14,ILI
