orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
-1,17,quantile,0.01,13.043950821381706,2025,7,ILI
0,17,quantile,0.01,11.15647968224059,2025,7,ILI
1,17,quantile,0.01,9.076378202217606,2025,7,ILI
2,17,quantile,0.01,7.157920164386966,2025,7,ILI
3,17,quantile,0.01,5.515418252275875,2025,7,ILI
4,17,quantile,0.01,4.145843008053864,2025,7,ILI
-1,17,quantile,0.025,13.20486528258832,2025,7,ILI
0,17,quantile,0.025,11.323761048733305,2025,7,ILI
1,17,quantile,0.025,9.247365917842306,2025,7,ILI
2,17,quantile,0.025,7.393364820166553,2025,7,ILI
3,17,quantile,0.025,5.707911492835873,2025,7,ILI
4,17,quantile,0.025,4.31724597412038,2025,7,ILI
-1,17,quantile,0.05,13.39958782902428,2025,7,ILI
0,17,quantile,0.05,11.514161229438017,2025,7,ILI
1,17,quantile,0.05,9.42256817260107,2025,7,ILI
2,17,quantile,0.05,7.52009183887413,2025,7,ILI
3,17,quantile,0.05,5.904235498416555,2025,7,ILI
4,17,quantile,0.05,4.520699561802832,2025,7,ILI
-1,17,quantile,0.1,13.654489257561348,2025,7,ILI
0,17,quantile,0.1,11.729912591748173,2025,7,ILI
1,17,quantile,0.1,9.64328140876575,2025,7,ILI
2,17,quantile,0.1,7.713180357598443,2025,7,ILI
3,17,quantile,0.1,6.13155125902323,2025,7,ILI
4,17,quantile,0.1,4.750077303556646,2025,7,ILI
-1,17,quantile,0.15,13.828664202720214,2025,7,ILI
0,17,quantile,0.15,11.939144562163335,2025,7,ILI
1,17,quantile,0.15,9.77977505620055,2025,7,ILI
2,17,quantile,0.15,7.914696768211162,2025,7,ILI
3,17,quantile,0.15,6.273798387757767,2025,7,ILI
4,17,quantile,0.15,4.906746905380187,2025,7,ILI
-1,17,quantile,0.2,13.95069771768794,2025,7,ILI
0,17,quantile,0.2,12.109521836148184,2025,7,ILI
1,17,quantile,0.2,9.957707521546808,2025,7,ILI
2,17,quantile,0.2,8.065399739090687,2025,7,ILI
3,17,quantile,0.2,6.395705458299675,2025,7,ILI
4,17,quantile,0.2,5.022901695500777,2025,7,ILI
-1,17,quantile,0.25,14.100244925703858,2025,7,ILI
0,17,quantile,0.25,12.262482113348474,2025,7,ILI
1,17,quantile,0.25,10.132604813164162,2025,7,ILI
2,17,quantile,0.25,8.176642060336285,2025,7,ILI
3,17,quantile,0.25,6.51517840513548,2025,7,ILI
4,17,quantile,0.25,5.14395102117739,2025,7,ILI
-1,17,quantile,0.3,14.246737171727014,2025,7,ILI
0,17,quantile,0.3,12.398581367153168,2025,7,ILI
1,17,quantile,0.3,10.285004373729707,2025,7,ILI
2,17,quantile,0.3,8.326699537845474,2025,7,ILI
3,17,quantile,0.3,6.647985376466504,2025,7,ILI
4,17,quantile,0.3,5.244124169126647,2025,7,ILI
-1,17,quantile,0.35,14.375048933143225,2025,7,ILI
0,17,quantile,0.35,12.519763524041393,2025,7,ILI
1,17,quantile,0.35,10.43899622388169,2025,7,ILI
2,17,quantile,0.35,8.465329545888507,2025,7,ILI
3,17,quantile,0.35,6.755796524428634,2025,7,ILI
4,17,quantile,0.35,5.340176395219188,2025,7,ILI
-1,17,quantile,0.4,14.474777113930257,2025,7,ILI
0,17,quantile,0.4,12.65839755978561,2025,7,ILI
1,17,quantile,0.4,10.576219399219266,2025,7,ILI
2,17,quantile,0.4,8.602836963109416,2025,7,ILI
3,17,quantile,0.4,6.883443908577196,2025,7,ILI
4,17,quantile,0.4,5.451722598975185,2025,7,ILI
-1,17,quantile,0.45,14.607207379561409,2025,7,ILI
0,17,quantile,0.45,12.80794632100522,2025,7,ILI
1,17,quantile,0.45,10.76594470393113,2025,7,ILI
2,17,quantile,0.45,8.762105643586905,2025,7,ILI
3,17,quantile,0.45,7.007906096615018,2025,7,ILI
4,17,quantile,0.45,5.528378935085233,2025,7,ILI
-1,17,quantile,0.5,14.705176421646714,2025,7,ILI
0,17,quantile,0.5,12.947444334792737,2025,7,ILI
1,17,quantile,0.5,10.89915253301115,2025,7,ILI
2,17,quantile,0.5,8.917655695887017,2025,7,ILI
3,17,quantile,0.5,7.15978113528851,2025,7,ILI
4,17,quantile,0.5,5.660932602900681,2025,7,ILI
-1,17,quantile,0.55,14.828271087430316,2025,7,ILI
0,17,quantile,0.55,13.094808766855072,2025,7,ILI
1,17,quantile,0.55,11.058417627387476,2025,7,ILI
2,17,quantile,0.55,9.053791930044715,2025,7,ILI
3,17,quantile,0.55,7.3004432071612495,2025,7,ILI
4,17,quantile,0.55,5.769900887701023,2025,7,ILI
-1,17,quantile,0.6,14.953984770036165,2025,7,ILI
0,17,quantile,0.6,13.236874869834338,2025,7,ILI
1,17,quantile,0.6,11.218823311724266,2025,7,ILI
2,17,quantile,0.6,9.214304339804366,2025,7,ILI
3,17,quantile,0.6,7.434571116773952,2025,7,ILI
4,17,quantile,0.6,5.884545728777267,2025,7,ILI
-1,17,quantile,0.65,15.0758033886404,2025,7,ILI
0,17,quantile,0.65,13.36885167576347,2025,7,ILI
1,17,quantile,0.65,11.368439508449503,2025,7,ILI
2,17,quantile,0.65,9.42692386961924,2025,7,ILI
3,17,quantile,0.65,7.606220175147121,2025,7,ILI
4,17,quantile,0.65,6.004847105423189,2025,7,ILI
-1,17,quantile,0.7,15.235600668524842,2025,7,ILI
0,17,quantile,0.7,13.528522880952266,2025,7,ILI
1,17,quantile,0.7,11.51060526658434,2025,7,ILI
2,17,quantile,0.7,9.574700304711628,2025,7,ILI
3,17,quantile,0.7,7.772542524968464,2025,7,ILI
4,17,quantile,0.7,6.115350699899923,2025,7,ILI
-1,17,quantile,0.75,15.400741347557632,2025,7,ILI
0,17,quantile,0.75,13.69104467030315,2025,7,ILI
1,17,quantile,0.75,11.69173323279376,2025,7,ILI
2,17,quantile,0.75,9.732851013248684,2025,7,ILI
3,17,quantile,0.75,7.929937372974512,2025,7,ILI
4,17,quantile,0.75,6.24037141113965,2025,7,ILI
-1,17,quantile,0.8,15.542985883429004,2025,7,ILI
0,17,quantile,0.8,13.865167814664982,2025,7,ILI
1,17,quantile,0.8,11.8504953008935,2025,7,ILI
2,17,quantile,0.8,9.888208466621936,2025,7,ILI
3,17,quantile,0.8,8.092680471228235,2025,7,ILI
4,17,quantile,0.8,6.405955985543819,2025,7,ILI
-1,17,quantile,0.85,15.769554262605787,2025,7,ILI
0,17,quantile,0.85,13.998664969476344,2025,7,ILI
1,17,quantile,0.85,12.026292623872791,2025,7,ILI
2,17,quantile,0.85,10.11568119343495,2025,7,ILI
3,17,quantile,0.85,8.289525331000473,2025,7,ILI
4,17,quantile,0.85,6.551764996451637,2025,7,ILI
-1,17,quantile,0.9,15.987972278229677,2025,7,ILI
0,17,quantile,0.9,14.204758672236492,2025,7,ILI
1,17,quantile,0.9,12.252528133131936,2025,7,ILI
2,17,quantile,0.9,10.392342778749326,2025,7,ILI
3,17,quantile,0.9,8.554278927807058,2025,7,ILI
4,17,quantile,0.9,6.769519428525266,2025,7,ILI
-1,17,quantile,0.95,16.365298270823118,2025,7,ILI
0,17,quantile,0.95,14.503095197870792,2025,7,ILI
1,17,quantile,0.95,12.711468745259598,2025,7,ILI
2,17,quantile,0.95,10.89320242539106,2025,7,ILI
3,17,quantile,0.95,9.011450312878754,2025,7,ILI
4,17,quantile,0.95,7.1634618134812005,2025,7,ILI
-1,17,quantile,0.975,16.547012842719653,2025,7,ILI
0,17,quantile,0.975,14.689478727019187,2025,7,ILI
1,17,quantile,0.975,13.069077004104138,2025,7,ILI
2,17,quantile,0.975,11.310264531119753,2025,7,ILI
3,17,quantile,0.975,9.427690155837052,2025,7,ILI
4,17,quantile,0.975,7.504403305174007,2025,7,ILI
-1,17,quantile,0.99,16.669471666642234,2025,7,ILI
0,17,quantile,0.99,14.962702735083022,2025,7,ILI
1,17,quantile,0.99,13.265154791747182,2025,7,ILI
2,17,quantile,0.99,11.652227446943916,2025,7,ILI
3,17,quantile,0.99,9.847305240250648,2025,7,ILI
4,17,quantile,0.99,7.807189443296449,2025,7,ILI
-1,02,quantile,0.01,16.02035030628567,2025,7,ILI
0,02,quantile,0.01,12.486055568225575,2025,7,ILI
1,02,quantile,0.01,7.961253116915868,2025,7,ILI
2,02,quantile,0.01,4.643313275644832,2025,7,ILI
3,02,quantile,0.01,2.4190334344228805,2025,7,ILI
4,02,quantile,0.01,1.0501370333291815,2025,7,ILI
-1,02,quantile,0.025,16.27375226140101,2025,7,ILI
0,02,quantile,0.025,12.768450868046154,2025,7,ILI
1,02,quantile,0.025,8.403882076888038,2025,7,ILI
2,02,quantile,0.025,4.994594022044298,2025,7,ILI
3,02,quantile,0.025,2.657404470806023,2025,7,ILI
4,02,quantile,0.025,1.1980852340440549,2025,7,ILI
-1,02,quantile,0.05,16.453998083412777,2025,7,ILI
0,02,quantile,0.05,13.059853069400315,2025,7,ILI
1,02,quantile,0.05,8.88656610606933,2025,7,ILI
2,02,quantile,0.05,5.363081863044724,2025,7,ILI
3,02,quantile,0.05,3.0060671702687154,2025,7,ILI
4,02,quantile,0.05,1.3673098851304326,2025,7,ILI
-1,02,quantile,0.1,16.760697271021783,2025,7,ILI
0,02,quantile,0.1,13.47630731632311,2025,7,ILI
1,02,quantile,0.1,9.409223596885791,2025,7,ILI
2,02,quantile,0.1,6.006374421517127,2025,7,ILI
3,02,quantile,0.1,3.3918517916119613,2025,7,ILI
4,02,quantile,0.1,1.5941491517289073,2025,7,ILI
