orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana
1,17,quantile,0.01,8.467549678637882,2024,4
2,17,quantile,0.01,6.412030959538475,2024,4
3,17,quantile,0.01,4.568357270806388,2024,4
4,17,quantile,0.01,2.985543914726375,2024,4
1,17,quantile,0.025,8.77783303180341,2024,4
2,17,quantile,0.025,6.706818833634012,2024,4
3,17,quantile,0.025,4.73806983143186,2024,4
4,17,quantile,0.025,3.1649359012438896,2024,4
1,17,quantile,0.05,9.077050848419333,2024,4
2,17,quantile,0.05,6.920612924802334,2024,4
3,17,quantile,0.05,4.996011043534246,2024,4
4,17,quantile,0.05,3.357194118620661,2024,4
1,17,quantile,0.1,9.540230239026624,2024,4
2,17,quantile,0.1,7.3231881589998,2024,4
3,17,quantile,0.1,5.312731811477614,2024,4
4,17,quantile,0.1,3.692934469904776,2024,4
1,17,quantile,0.15,9.88434609041464,2024,4
2,17,quantile,0.15,7.687002882396021,2024,4
3,17,quantile,0.15,5.638220283260111,2024,4
4,17,quantile,0.15,3.8915721211883176,2024,4
1,17,quantile,0.2,10.275163481530956,2024,4
2,17,quantile,0.2,8.034043195811936,2024,4
3,17,quantile,0.2,5.914756797153592,2024,4
4,17,quantile,0.2,4.117758529242677,2024,4
1,17,quantile,0.25,10.558833049599333,2024,4
2,17,quantile,0.25,8.268235653165432,2024,4
3,17,quantile,0.25,6.100300953136975,2024,4
4,17,quantile,0.25,4.297488683963021,2024,4
1,17,quantile,0.3,10.894963557916212,2024,4
2,17,quantile,0.3,8.556993403364947,2024,4
3,17,quantile,0.3,6.329222981016621,2024,4
4,17,quantile,0.3,4.4523432606892674,2024,4
1,17,quantile,0.35,11.185873923183683,2024,4
2,17,quantile,0.35,8.834455371803385,2024,4
3,17,quantile,0.35,6.550539805556893,2024,4
4,17,quantile,0.35,4.654076861674064,2024,4
1,17,quantile,0.4,11.402914072595896,2024,4
2,17,quantile,0.4,9.109821729095843,2024,4
3,17,quantile,0.4,6.8209812141028925,2024,4
4,17,quantile,0.4,4.841362749564307,2024,4
1,17,quantile,0.45,11.705701657551735,2024,4
2,17,quantile,0.45,9.31113403977858,2024,4
3,17,quantile,0.45,7.053291771049882,2024,4
4,17,quantile,0.45,5.023749542910432,2024,4
1,17,quantile,0.5,11.974939093913816,2024,4
2,17,quantile,0.5,9.616380507293488,2024,4
3,17,quantile,0.5,7.257192198613292,2024,4
4,17,quantile,0.5,5.2278935065215,2024,4
1,17,quantile,0.55,12.282880769135105,2024,4
2,17,quantile,0.55,9.877778847465008,2024,4
3,17,quantile,0.55,7.493792420834531,2024,4
4,17,quantile,0.55,5.434482272681418,2024,4
1,17,quantile,0.6,12.582920314762552,2024,4
2,17,quantile,0.6,10.151312866713113,2024,4
3,17,quantile,0.6,7.781662563847948,2024,4
4,17,quantile,0.6,5.605760706870028,2024,4
1,17,quantile,0.65,12.881929386549665,2024,4
2,17,quantile,0.65,10.42754376592657,2024,4
3,17,quantile,0.65,7.986765990567973,2024,4
4,17,quantile,0.65,5.760730427919915,2024,4
1,17,quantile,0.7,13.24861950106727,2024,4
2,17,quantile,0.7,10.780835821755552,2024,4
3,17,quantile,0.7,8.237940992305056,2024,4
4,17,quantile,0.7,6.003853047383301,2024,4
1,17,quantile,0.75,13.63701793631924,2024,4
2,17,quantile,0.75,11.114172058338893,2024,4
3,17,quantile,0.75,8.536497816879296,2024,4
4,17,quantile,0.75,6.314933478307159,2024,4
1,17,quantile,0.8,13.977472083181835,2024,4
2,17,quantile,0.8,11.463218397379162,2024,4
3,17,quantile,0.8,8.906713596630365,2024,4
4,17,quantile,0.8,6.546670384514985,2024,4
1,17,quantile,0.85,14.36261248629677,2024,4
2,17,quantile,0.85,11.933407813512664,2024,4
3,17,quantile,0.85,9.287525356874198,2024,4
4,17,quantile,0.85,6.859325007255514,2024,4
1,17,quantile,0.9,14.940138345859507,2024,4
2,17,quantile,0.9,12.5345891852428,2024,4
3,17,quantile,0.9,9.84967903627295,2024,4
4,17,quantile,0.9,7.408800489683287,2024,4
1,17,quantile,0.95,15.661708362772012,2024,4
2,17,quantile,0.95,13.290372551797418,2024,4
3,17,quantile,0.95,10.727715954183015,2024,4
4,17,quantile,0.95,8.214275301763244,2024,4
1,17,quantile,0.975,16.067351622347545,2024,4
2,17,quantile,0.975,13.879407982727225,2024,4
3,17,quantile,0.975,11.361489799668298,2024,4
4,17,quantile,0.975,8.667477850160354,2024,4
1,17,quantile,0.99,16.840184061040823,2024,4
2,17,quantile,0.99,14.778406525216266,2024,4
3,17,quantile,0.99,12.06405544418184,2024,4
4,17,quantile,0.99,9.460060003135611,2024,4
1,07,quantile,0.01,6.254267002550378,2024,4
2,07,quantile,0.01,4.411027871930395,2024,4
3,07,quantile,0.01,2.929693718370552,2024,4
4,07,quantile,0.01,1.800011406147442,2024,4
1,07,quantile,0.025,6.384258887233255,2024,4
2,07,quantile,0.025,4.617514202356426,2024,4
3,07,quantile,0.025,3.1127502459456844,2024,4
4,07,quantile,0.025,1.986741696904208,2024,4
1,07,quantile,0.05,6.60146334870426,2024,4
2,07,quantile,0.05,4.760518156702915,2024,4
3,07,quantile,0.05,3.2530403753703387,2024,4
4,07,quantile,0.05,2.113424714208108,2024,4
1,07,quantile,0.1,6.768533468150035,2024,4
2,07,quantile,0.1,4.967815263808714,2024,4
3,07,quantile,0.1,3.4428285449768654,2024,4
4,07,quantile,0.1,2.286164214673128,2024,4
1,07,quantile,0.15,6.928951302161578,2024,4
2,07,quantile,0.15,5.157883070428754,2024,4
3,07,quantile,0.15,3.62994633790238,2024,4
4,07,quantile,0.15,2.444743977471973,2024,4
1,07,quantile,0.2,7.08722017503117,2024,4
2,07,quantile,0.2,5.320058920779687,2024,4
3,07,quantile,0.2,3.796029077437945,2024,4
4,07,quantile,0.2,2.565143509515118,2024,4
1,07,quantile,0.25,7.260493992451801,2024,4
2,07,quantile,0.25,5.503302300749486,2024,4
3,07,quantile,0.25,3.946349799595424,2024,4
4,07,quantile,0.25,2.701044719433267,2024,4
1,07,quantile,0.3,7.422781836657369,2024,4
2,07,quantile,0.3,5.668022302128642,2024,4
3,07,quantile,0.3,4.089296757179046,2024,4
4,07,quantile,0.3,2.8486490413954164,2024,4
1,07,quantile,0.35,7.607872386888443,2024,4
2,07,quantile,0.35,5.814132032286805,2024,4
3,07,quantile,0.35,4.235693425808573,2024,4
4,07,quantile,0.35,2.966831930523023,2024,4
1,07,quantile,0.4,7.763680614806344,2024,4
2,07,quantile,0.4,6.007065296009878,2024,4
3,07,quantile,0.4,4.392915018253301,2024,4
4,07,quantile,0.4,3.0742181972241363,2024,4
1,07,quantile,0.45,7.961803325551976,2024,4
2,07,quantile,0.45,6.177233683101147,2024,4
3,07,quantile,0.45,4.563712010411159,2024,4
4,07,quantile,0.45,3.1986968080387097,2024,4
1,07,quantile,0.5,8.176542384528293,2024,4
2,07,quantile,0.5,6.407149367041948,2024,4
3,07,quantile,0.5,4.738851190804741,2024,4
4,07,quantile,0.5,3.365084730734526,2024,4
1,07,quantile,0.55,8.3924161046467,2024,4
2,07,quantile,0.55,6.58682075924499,2024,4
3,07,quantile,0.55,4.9241584826441285,2024,4
4,07,quantile,0.55,3.5306422823170323,2024,4
1,07,quantile,0.6,8.606683239455231,2024,4
