orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana
1,17,quantile,0.01,4.939054452764454,2024,5
2,17,quantile,0.01,3.66560773522731,2024,5
3,17,quantile,0.01,2.805619525531545,2024,5
4,17,quantile,0.01,2.2914533886634,2024,5
1,17,quantile,0.025,5.163335193352163,2024,5
2,17,quantile,0.025,3.899898246814144,2024,5
3,17,quantile,0.025,3.023783002126981,2024,5
4,17,quantile,0.025,2.4715543910702165,2024,5
1,17,quantile,0.05,5.389863595896961,2024,5
2,17,quantile,0.05,4.138756095672576,2024,5
3,17,quantile,0.05,3.250726952614668,2024,5
4,17,quantile,0.05,2.662259184321768,2024,5
1,17,quantile,0.1,5.699345092118024,2024,5
2,17,quantile,0.1,4.441411468286882,2024,5
3,17,quantile,0.1,3.5436243299548345,2024,5
4,17,quantile,0.1,2.9297373297509246,2024,5
1,17,quantile,0.15,5.950420957266852,2024,5
2,17,quantile,0.15,4.662315596499257,2024,5
3,17,quantile,0.15,3.765285808564117,2024,5
4,17,quantile,0.15,3.1447051077297066,2024,5
1,17,quantile,0.2,6.1783127430944935,2024,5
2,17,quantile,0.2,4.851030776398344,2024,5
3,17,quantile,0.2,3.9482505866399946,2024,5
4,17,quantile,0.2,3.3212616580346523,2024,5
1,17,quantile,0.25,6.389329782114467,2024,5
2,17,quantile,0.25,5.025950583546952,2024,5
3,17,quantile,0.25,4.111658428989252,2024,5
4,17,quantile,0.25,3.47625854984735,2024,5
1,17,quantile,0.3,6.614233506492386,2024,5
2,17,quantile,0.3,5.1881035429186495,2024,5
3,17,quantile,0.3,4.257963607521039,2024,5
4,17,quantile,0.3,3.626187007032722,2024,5
1,17,quantile,0.35,6.835222498256418,2024,5
2,17,quantile,0.35,5.352469641314109,2024,5
3,17,quantile,0.35,4.394058561287527,2024,5
4,17,quantile,0.35,3.761952431479772,2024,5
1,17,quantile,0.4,7.047698474295063,2024,5
2,17,quantile,0.4,5.531538361194181,2024,5
3,17,quantile,0.4,4.527494261347724,2024,5
4,17,quantile,0.4,3.892593906856015,2024,5
1,17,quantile,0.45,7.264782712265551,2024,5
2,17,quantile,0.45,5.714293575144239,2024,5
3,17,quantile,0.45,4.659776195003502,2024,5
4,17,quantile,0.45,4.012243035791779,2024,5
1,17,quantile,0.5,7.49559230464683,2024,5
2,17,quantile,0.5,5.896337651551579,2024,5
3,17,quantile,0.5,4.803976053170783,2024,5
4,17,quantile,0.5,4.130491020279002,2024,5
1,17,quantile,0.55,7.729557104197304,2024,5
2,17,quantile,0.55,6.101670554415003,2024,5
3,17,quantile,0.55,4.956802974849931,2024,5
4,17,quantile,0.55,4.241438809526671,2024,5
1,17,quantile,0.6,7.979489697033505,2024,5
2,17,quantile,0.6,6.317639772831274,2024,5
3,17,quantile,0.6,5.119753286931258,2024,5
4,17,quantile,0.6,4.36079764274038,2024,5
1,17,quantile,0.65,8.252009586955174,2024,5
2,17,quantile,0.65,6.550956955366075,2024,5
3,17,quantile,0.65,5.305740917888196,2024,5
4,17,quantile,0.65,4.493286964984432,2024,5
1,17,quantile,0.7,8.54982565980922,2024,5
2,17,quantile,0.7,6.808301711263012,2024,5
3,17,quantile,0.7,5.515027667891449,2024,5
4,17,quantile,0.7,4.647968727006479,2024,5
1,17,quantile,0.75,8.893976756010614,2024,5
2,17,quantile,0.75,7.113874457867622,2024,5
3,17,quantile,0.75,5.757806481566629,2024,5
4,17,quantile,0.75,4.821484925640226,2024,5
1,17,quantile,0.8,9.255131503774214,2024,5
2,17,quantile,0.8,7.46359978565235,2024,5
3,17,quantile,0.8,6.0522834073102905,2024,5
4,17,quantile,0.8,5.047355353994569,2024,5
1,17,quantile,0.85,9.705918595977597,2024,5
2,17,quantile,0.85,7.899826748249074,2024,5
3,17,quantile,0.85,6.420692462195317,2024,5
4,17,quantile,0.85,5.328325203102688,2024,5
1,17,quantile,0.9,10.297277134354005,2024,5
2,17,quantile,0.9,8.452249261913861,2024,5
3,17,quantile,0.9,6.92070000667526,2024,5
4,17,quantile,0.9,5.741676583496317,2024,5
1,17,quantile,0.95,11.081976814268996,2024,5
2,17,quantile,0.95,9.246178309590563,2024,5
3,17,quantile,0.95,7.694020282737007,2024,5
4,17,quantile,0.95,6.408671692232166,2024,5
1,17,quantile,0.975,11.67033717355002,2024,5
2,17,quantile,0.975,9.869159786864245,2024,5
3,17,quantile,0.975,8.310448855037787,2024,5
4,17,quantile,0.975,7.006763305402764,2024,5
1,17,quantile,0.99,12.31318618109866,2024,5
2,17,quantile,0.99,10.556595054887037,2024,5
3,17,quantile,0.99,8.968719581847019,2024,5
4,17,quantile,0.99,7.642358923741027,2024,5
1,02,quantile,0.01,2.1051311586193027,2024,5
2,02,quantile,0.01,1.785949072844724,2024,5
3,02,quantile,0.01,1.661687462911411,2024,5
4,02,quantile,0.01,1.600247083185334,2024,5
1,02,quantile,0.025,2.302062156780124,2024,5
2,02,quantile,0.025,1.9166444485686551,2024,5
3,02,quantile,0.025,1.7577740922219829,2024,5
4,02,quantile,0.025,1.682989587388801,2024,5
1,02,quantile,0.05,2.516341114730197,2024,5
2,02,quantile,0.05,2.075795744492102,2024,5
3,02,quantile,0.05,1.8853359024906935,2024,5
4,02,quantile,0.05,1.786002725778258,2024,5
1,02,quantile,0.1,2.7970762000148826,2024,5
2,02,quantile,0.1,2.302816962536152,2024,5
3,02,quantile,0.1,2.0844868785050537,2024,5
4,02,quantile,0.1,1.9677301585681464,2024,5
1,02,quantile,0.15,3.0125201467654463,2024,5
2,02,quantile,0.15,2.4957194227597466,2024,5
3,02,quantile,0.15,2.255289726681433,2024,5
4,02,quantile,0.15,2.127646199920433,2024,5
1,02,quantile,0.2,3.196938237230712,2024,5
2,02,quantile,0.2,2.6634626877356222,2024,5
3,02,quantile,0.2,2.4169272738383145,2024,5
4,02,quantile,0.2,2.285691863040396,2024,5
1,02,quantile,0.25,3.361744196084729,2024,5
2,02,quantile,0.25,2.8292663290651654,2024,5
3,02,quantile,0.25,2.576066775249965,2024,5
4,02,quantile,0.25,2.4379913243401288,2024,5
1,02,quantile,0.3,3.513171149541955,2024,5
2,02,quantile,0.3,2.975588242179936,2024,5
3,02,quantile,0.3,2.724396359837405,2024,5
4,02,quantile,0.3,2.5858472783385,2024,5
1,02,quantile,0.35,3.649661779721408,2024,5
2,02,quantile,0.35,3.1167412433099937,2024,5
3,02,quantile,0.35,2.8709860786701955,2024,5
4,02,quantile,0.35,2.733491165354526,2024,5
1,02,quantile,0.4,3.777160195105813,2024,5
2,02,quantile,0.4,3.257450108595239,2024,5
3,02,quantile,0.4,3.011258603209669,2024,5
4,02,quantile,0.4,2.879423089008721,2024,5
1,02,quantile,0.45,3.900807314369857,2024,5
2,02,quantile,0.45,3.387309810438478,2024,5
3,02,quantile,0.45,3.1531048600492237,2024,5
4,02,quantile,0.45,3.024778602690211,2024,5
1,02,quantile,0.5,4.018185260789357,2024,5
2,02,quantile,0.5,3.518278996940664,2024,5
3,02,quantile,0.5,3.2918065570546737,2024,5
4,02,quantile,0.5,3.173089796592329,2024,5
1,02,quantile,0.55,4.130202372234535,2024,5
2,02,quantile,0.55,3.6433690236125593,2024,5
3,02,quantile,0.55,3.431698989718361,2024,5
4,02,quantile,0.55,3.3197406790346333,2024,5
1,02,quantile,0.6,4.240920703848809,2024,5
2,02,quantile,0.6,3.771021589189918,2024,5
3,02,quantile,0.6,3.5731542072255515,2024,5
4,02,quantile,0.6,3.4710930316865736,2024,5
1,02,quantile,0.65,4.351291745503731,2024,5
2,02,quantile,0.65,3.893506365868413,2024,5
3,02,quantile,0.65,3.718890950632898,2024,5
4,02,quantile,0.65,3.625780450305157,2024,5
1,02,quantile,0.7,4.456209756895313,2024,5
2,02,quantile,0.7,4.019305653382146,2024,5
3,02,quantile,0.7,3.8697537535299578,2024,5
4,02,quantile,0.7,3.789848057151717,2024,5
1,02,quantile,0.75,4.558850771681936,2024,5
