orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana
1,17,quantile,0.01,5.154780227754364,2024,9
2,17,quantile,0.01,3.9249356145574135,2024,9
3,17,quantile,0.01,3.036931257386092,2024,9
4,17,quantile,0.01,2.385336906176091,2024,9
1,17,quantile,0.025,5.251315015881692,2024,9
2,17,quantile,0.025,4.090670858251348,2024,9
3,17,quantile,0.025,3.254147326361754,2024,9
4,17,quantile,0.025,2.636030444155243,2024,9
1,17,quantile,0.05,5.34971011518107,2024,9
2,17,quantile,0.05,4.2517749084951335,2024,9
3,17,quantile,0.05,3.458799915913572,2024,9
4,17,quantile,0.05,2.876698432091014,2024,9
1,17,quantile,0.1,5.469383199133529,2024,9
2,17,quantile,0.1,4.456188771952243,2024,9
3,17,quantile,0.1,3.7312796924612286,2024,9
4,17,quantile,0.1,3.19404606995475,2024,9
1,17,quantile,0.15,5.551315416809682,2024,9
2,17,quantile,0.15,4.599199682693947,2024,9
3,17,quantile,0.15,3.915480894399385,2024,9
4,17,quantile,0.15,3.41294816240608,2024,9
1,17,quantile,0.2,5.621461405581859,2024,9
2,17,quantile,0.2,4.721042181538587,2024,9
3,17,quantile,0.2,4.069452684303911,2024,9
4,17,quantile,0.2,3.5856528948263056,2024,9
1,17,quantile,0.25,5.684915295085896,2024,9
2,17,quantile,0.25,4.825112052389344,2024,9
3,17,quantile,0.25,4.208982102905464,2024,9
4,17,quantile,0.25,3.755791376179752,2024,9
1,17,quantile,0.3,5.743252205289629,2024,9
2,17,quantile,0.3,4.922938351568836,2024,9
3,17,quantile,0.3,4.332761900421533,2024,9
4,17,quantile,0.3,3.904350052873153,2024,9
1,17,quantile,0.35,5.798831654735637,2024,9
2,17,quantile,0.35,5.020037291924277,2024,9
3,17,quantile,0.35,4.455409151461352,2024,9
4,17,quantile,0.35,4.0472107406051965,2024,9
1,17,quantile,0.4,5.852762217459886,2024,9
2,17,quantile,0.4,5.1081287883648425,2024,9
3,17,quantile,0.4,4.572547827979786,2024,9
4,17,quantile,0.4,4.179287197989119,2024,9
1,17,quantile,0.45,5.903135144371277,2024,9
2,17,quantile,0.45,5.195050653077687,2024,9
3,17,quantile,0.45,4.686196280615124,2024,9
4,17,quantile,0.45,4.317055272982656,2024,9
1,17,quantile,0.5,5.954278419539115,2024,9
2,17,quantile,0.5,5.2805406999225735,2024,9
3,17,quantile,0.5,4.800618286452973,2024,9
4,17,quantile,0.5,4.45396975391572,2024,9
1,17,quantile,0.55,6.004132887391268,2024,9
2,17,quantile,0.55,5.36689080094131,2024,9
3,17,quantile,0.55,4.913718762846945,2024,9
4,17,quantile,0.55,4.589451247582094,2024,9
1,17,quantile,0.6,6.053625160496349,2024,9
2,17,quantile,0.6,5.458668793091393,2024,9
3,17,quantile,0.6,5.031297871255109,2024,9
4,17,quantile,0.6,4.72335840405121,2024,9
1,17,quantile,0.65,6.106329401439418,2024,9
2,17,quantile,0.65,5.550613369083337,2024,9
3,17,quantile,0.65,5.1567481430344575,2024,9
4,17,quantile,0.65,4.863660687037579,2024,9
1,17,quantile,0.7,6.160154891855866,2024,9
2,17,quantile,0.7,5.642198613777289,2024,9
3,17,quantile,0.7,5.276895623408987,2024,9
4,17,quantile,0.7,5.010230640007813,2024,9
1,17,quantile,0.75,6.218104064673018,2024,9
2,17,quantile,0.75,5.7420039983502535,2024,9
3,17,quantile,0.75,5.400432258641857,2024,9
4,17,quantile,0.75,5.157554114092228,2024,9
1,17,quantile,0.8,6.27616164405708,2024,9
2,17,quantile,0.8,5.848540959398889,2024,9
3,17,quantile,0.8,5.543527130741714,2024,9
4,17,quantile,0.8,5.321599950570455,2024,9
1,17,quantile,0.85,6.344271594528245,2024,9
2,17,quantile,0.85,5.961817754602774,2024,9
3,17,quantile,0.85,5.6937809582228125,2024,9
4,17,quantile,0.85,5.495593055936159,2024,9
1,17,quantile,0.9,6.42543757039022,2024,9
2,17,quantile,0.9,6.09688011355178,2024,9
3,17,quantile,0.9,5.865118632786016,2024,9
4,17,quantile,0.9,5.693650324734398,2024,9
1,17,quantile,0.95,6.539127910152137,2024,9
2,17,quantile,0.95,6.278945319204924,2024,9
3,17,quantile,0.95,6.084692508667699,2024,9
4,17,quantile,0.95,5.950046730287529,2024,9
1,17,quantile,0.975,6.632549026193869,2024,9
2,17,quantile,0.975,6.40370052253694,2024,9
3,17,quantile,0.975,6.238178922192151,2024,9
4,17,quantile,0.975,6.1279249497433375,2024,9
1,17,quantile,0.99,6.762648441295473,2024,9
2,17,quantile,0.99,6.53933762908835,2024,9
3,17,quantile,0.99,6.3704317284313685,2024,9
4,17,quantile,0.99,6.273947202335461,2024,9
1,02,quantile,0.01,2.245298129348076,2024,9
2,02,quantile,0.01,2.019543511198308,2024,9
3,02,quantile,0.01,1.84337962748418,2024,9
4,02,quantile,0.01,1.7232657038575123,2024,9
1,02,quantile,0.025,2.306125450701284,2024,9
2,02,quantile,0.025,2.128951029374704,2024,9
3,02,quantile,0.025,1.9939520181252923,2024,9
4,02,quantile,0.025,1.9060506000769677,2024,9
1,02,quantile,0.05,2.3664640113662347,2024,9
2,02,quantile,0.05,2.232819414287303,2024,9
3,02,quantile,0.05,2.1326174705928174,2024,9
4,02,quantile,0.05,2.0706627368499,2024,9
1,02,quantile,0.1,2.435958930832099,2024,9
2,02,quantile,0.1,2.3569780543353644,2024,9
3,02,quantile,0.1,2.2995429521951403,2024,9
4,02,quantile,0.1,2.264130096091917,2024,9
1,02,quantile,0.15,2.4783128477798235,2024,9
2,02,quantile,0.15,2.426889355105333,2024,9
3,02,quantile,0.15,2.392690966258505,2024,9
4,02,quantile,0.15,2.369813593198716,2024,9
1,02,quantile,0.2,2.506858951833556,2024,9
2,02,quantile,0.2,2.4738213866934644,2024,9
3,02,quantile,0.2,2.4499175818057344,2024,9
4,02,quantile,0.2,2.43404340139074,2024,9
1,02,quantile,0.25,2.52541114563205,2024,9
2,02,quantile,0.25,2.5039019353622027,2024,9
3,02,quantile,0.25,2.4865670185896938,2024,9
4,02,quantile,0.25,2.474285254608399,2024,9
1,02,quantile,0.3,2.538975218335,2024,9
2,02,quantile,0.3,2.5247913468231977,2024,9
3,02,quantile,0.3,2.511687578925884,2024,9
4,02,quantile,0.3,2.50288825300382,2024,9
1,02,quantile,0.35,2.5487561621310624,2024,9
2,02,quantile,0.35,2.5392129272439745,2024,9
3,02,quantile,0.35,2.5296659224736358,2024,9
4,02,quantile,0.35,2.5229790507222183,2024,9
1,02,quantile,0.4,2.555923500535468,2024,9
2,02,quantile,0.4,2.5498522594516158,2024,9
3,02,quantile,0.4,2.5426509126802284,2024,9
4,02,quantile,0.4,2.537154194366352,2024,9
1,02,quantile,0.45,2.56110053240756,2024,9
2,02,quantile,0.45,2.557192350096344,2024,9
3,02,quantile,0.45,2.5517125820104987,2024,9
4,02,quantile,0.45,2.5480048494067917,2024,9
1,02,quantile,0.5,2.564820147281956,2024,9
2,02,quantile,0.5,2.5626415421890454,2024,9
3,02,quantile,0.5,2.5587167168984166,2024,9
4,02,quantile,0.5,2.555935635908284,2024,9
1,02,quantile,0.55,2.5677255093364324,2024,9
2,02,quantile,0.55,2.566659145176434,2024,9
3,02,quantile,0.55,2.563793858914458,2024,9
4,02,quantile,0.55,2.5617342456903183,2024,9
1,02,quantile,0.6,2.5695431385019534,2024,9
2,02,quantile,0.6,2.569237372786617,2024,9
3,02,quantile,0.6,2.5675649136338654,2024,9
4,02,quantile,0.6,2.566268584815696,2024,9
1,02,quantile,0.65,2.57,2024,9
2,02,quantile,0.65,2.57,2024,9
3,02,quantile,0.65,2.569879459808538,2024,9
4,02,quantile,0.65,2.5691543681736517,2024,9
1,02,quantile,0.7,2.573309530637563,2024,9
2,02,quantile,0.7,2.575773039547224,2024,9
3,02,quantile,0.7,2.57,2024,9
4,02,quantile,0.7,2.57,2024,9
1,02,quantile,0.75,2.583153846398462,2024,9
2,02,quantile,0.75,2.593282852694089,2024,9
3,02,quantile,0.75,2.584644340513421,2024,9
4,02,quantile,0.75,2.5796003618523327,2024,9
1,02,quantile,0.8,2.600073835885924,2024,9
2,02,quantile,0.8,2.624056306834865,2024,9
3,02,quantile,0.8,2.616007811221984,2024,9
4,02,quantile,0.8,2.612896514794274,2024,9
1,02,quantile,0.85,2.6253005360606148,2024,9
2,02,quantile,0.85,2.6736931160989785,2024,9
3,02,quantile,0.85,2.6704734550865807,2024,9
4,02,quantile,0.85,2.674949309605058,2024,9
1,02,quantile,0.9,2.6638730963042003,2024,9
2,02,quantile,0.9,2.752758059421198,2024,9
3,02,quantile,0.9,2.7635003317919176,2024,9
4,02,quantile,0.9,2.783753793890136,2024,9
1,02,quantile,0.95,2.7313592815949126,2024,9
2,02,quantile,0.95,2.885211206217908,2024,9
3,02,quantile,0.95,2.933250919943948,2024,9
4,02,quantile,0.95,3.000570238190612,2024,9
1,02,quantile,0.975,2.7914851873159505,2024,9
2,02,quantile,0.975,3.0114556033144173,2024,9
3,02,quantile,0.975,3.108192432773166,2024,9
