orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana
1,17,quantile,0.01,13.682611394766178,2023,51
2,17,quantile,0.01,11.315803911439566,2023,51
3,17,quantile,0.01,9.302523042441758,2023,51
4,17,quantile,0.01,8.064517545301864,2023,51
1,17,quantile,0.025,14.05032447405307,2023,51
2,17,quantile,0.025,11.624628924606183,2023,51
3,17,quantile,0.025,9.54897766428991,2023,51
4,17,quantile,0.025,8.156686678448152,2023,51
1,17,quantile,0.05,14.42247715227038,2023,51
2,17,quantile,0.05,11.948393928549113,2023,51
3,17,quantile,0.05,9.785022569033137,2023,51
4,17,quantile,0.05,8.33508636467809,2023,51
1,17,quantile,0.1,14.975744259873734,2023,51
2,17,quantile,0.1,12.539160941279563,2023,51
3,17,quantile,0.1,10.189999381762991,2023,51
4,17,quantile,0.1,8.66964906276689,2023,51
1,17,quantile,0.15,15.386047112705445,2023,51
2,17,quantile,0.15,13.021522410299347,2023,51
3,17,quantile,0.15,10.621980669005966,2023,51
4,17,quantile,0.15,9.008083148188197,2023,51
1,17,quantile,0.2,15.708445509615531,2023,51
2,17,quantile,0.2,13.503397252695118,2023,51
3,17,quantile,0.2,11.092520056665332,2023,51
4,17,quantile,0.2,9.419657704514313,2023,51
1,17,quantile,0.25,16.04328743320641,2023,51
2,17,quantile,0.25,13.914746663263733,2023,51
3,17,quantile,0.25,11.59599847047689,2023,51
4,17,quantile,0.25,9.87118836122146,2023,51
1,17,quantile,0.3,16.30313176336681,2023,51
2,17,quantile,0.3,14.321512937960268,2023,51
3,17,quantile,0.3,12.073857742282197,2023,51
4,17,quantile,0.3,10.445981925181515,2023,51
1,17,quantile,0.35,16.54386018610161,2023,51
2,17,quantile,0.35,14.739325700632842,2023,51
3,17,quantile,0.35,12.583432197538452,2023,51
4,17,quantile,0.35,10.965846772369735,2023,51
1,17,quantile,0.4,16.765239321231842,2023,51
2,17,quantile,0.4,15.139255974117384,2023,51
3,17,quantile,0.4,13.135152956054595,2023,51
4,17,quantile,0.4,11.53521725770164,2023,51
1,17,quantile,0.45,16.995858874829825,2023,51
2,17,quantile,0.45,15.542534590412332,2023,51
3,17,quantile,0.45,13.697250332274656,2023,51
