orizzonte,luogo,tipo_valore,id_valore,valore,anno,settimana,target
-1,17,quantile,0.01,8.330634748581486,2024,51,ILI
0,17,quantile,0.01,8.069867167436113,2024,51,ILI
1,17,quantile,0.01,8.399052161232547,2024,51,ILI
2,17,quantile,0.01,8.70018449302906,2024,51,ILI
3,17,quantile,0.01,8.590164342944812,2024,51,ILI
4,17,quantile,0.01,8.048898913118876,2024,51,ILI
-1,17,quantile,0.025,8.384481025326597,2024,51,ILI
0,17,quantile,0.025,8.168548844936705,2024,51,ILI
1,17,quantile,0.025,8.604400787731228,2024,51,ILI
2,17,quantile,0.025,8.83278676648783,2024,51,ILI
3,17,quantile,0.025,8.697782336098168,2024,51,ILI
4,17,quantile,0.025,8.115609306259623,2024,51,ILI
-1,17,quantile,0.05,8.471701924528164,2024,51,ILI
0,17,quantile,0.05,8.34241893899452,2024,51,ILI
1,17,quantile,0.05,8.737383286632356,2024,51,ILI
2,17,quantile,0.05,8.97495961682521,2024,51,ILI
3,17,quantile,0.05,8.84905675928795,2024,51,ILI
4,17,quantile,0.05,8.251063235019203,2024,51,ILI
-1,17,quantile,0.1,8.561680294580766,2024,51,ILI
0,17,quantile,0.1,8.505658154690199,2024,51,ILI
1,17,quantile,0.1,8.999014714164135,2024,51,ILI
2,17,quantile,0.1,9.314798428041644,2024,51,ILI
3,17,quantile,0.1,9.111575611191544,2024,51,ILI
4,17,quantile,0.1,8.497061881073328,2024,51,ILI
-1,17,quantile,0.15,8.621460047142156,2024,51,ILI
0,17,quantile,0.15,8.628591722830894,2024,51,ILI
1,17,quantile,0.15,9.164232033870944,2024,51,ILI
2,17,quantile,0.15,9.469363167814224,2024,51,ILI
3,17,quantile,0.15,9.296681382261202,2024,51,ILI
4,17,quantile,0.15,8.747907296034343,2024,51,ILI
-1,17,quantile,0.2,8.676063339875734,2024,51,ILI
0,17,quantile,0.2,8.699092389436446,2024,51,ILI
1,17,quantile,0.2,9.322454368690112,2024,51,ILI
2,17,quantile,0.2,9.63292687961787,2024,51,ILI
3,17,quantile,0.2,9.528645497650905,2024,51,ILI
4,17,quantile,0.2,8.96570714088574,2024,51,ILI
-1,17,quantile,0.25,8.740167140981175,2024,51,ILI
0,17,quantile,0.25,8.79029674767593,2024,51,ILI
1,17,quantile,0.25,9.405680863140644,2024,51,ILI
2,17,quantile,0.25,9.792135156335595,2024,51,ILI
3,17,quantile,0.25,9.753596252759657,2024,51,ILI
4,17,quantile,0.25,9.227349235431465,2024,51,ILI
-1,17,quantile,0.3,8.782648387084606,2024,51,ILI
0,17,quantile,0.3,8.875083200129339,2024,51,ILI
1,17,quantile,0.3,9.51330456709634,2024,51,ILI
2,17,quantile,0.3,9.96188219114106,2024,51,ILI
3,17,quantile,0.3,9.971156196982031,2024,51,ILI
4,17,quantile,0.3,9.57577644835093,2024,51,ILI
-1,17,quantile,0.35,8.825655150876152,2024,51,ILI
0,17,quantile,0.35,8.951609550206577,2024,51,ILI
1,17,quantile,0.35,9.620623592484623,2024,51,ILI
2,17,quantile,0.35,10.101720767124077,2024,51,ILI
3,17,quantile,0.35,10.20901758329722,2024,51,ILI
4,17,quantile,0.35,9.805329112661816,2024,51,ILI
-1,17,quantile,0.4,8.871804638914393,2024,51,ILI
0,17,quantile,0.4,9.022249551318566,2024,51,ILI
1,17,quantile,0.4,9.700957172115444,2024,51,ILI
2,17,quantile,0.4,10.248598614884354,2024,51,ILI
3,17,quantile,0.4,10.399685845144448,2024,51,ILI
4,17,quantile,0.4,10.13470424260941,2024,51,ILI
-1,17,quantile,0.45,8.92120626930349,2024,51,ILI
0,17,quantile,0.45,9.070729114156473,2024,51,ILI
1,17,quantile,0.45,9.779034331982809,2024,51,ILI
2,17,quantile,0.45,10.412375358779828,2024,51,ILI
3,17,quantile,0.45,10.622269755548452,2024,51,ILI
4,17,quantile,0.45,10.36081344929066,2024,51,ILI
-1,17,quantile,0.5,8.96014597791969,2024,51,ILI
0,17,quantile,0.5,9.118740558712986,2024,51,ILI
1,17,quantile,0.5,9.868792118530084,2024,51,ILI
2,17,quantile,0.5,10.534452625172154,2024,51,ILI
3,17,quantile,0.5,10.818782255141182,2024,51,ILI
4,17,quantile,0.5,10.619339393353908,2024,51,ILI
-1,17,quantile,0.55,9.004711307401134,2024,51,ILI
0,17,quantile,0.55,9.156504598202838,2024,51,ILI
1,17,quantile,0.55,9.948395483245328,2024,51,ILI
2,17,quantile,0.55,10.640612960571929,2024,51,ILI
3,17,quantile,0.55,10.98388801439625,2024,51,ILI
4,17,quantile,0.55,10.838045224167312,2024,51,ILI
-1,17,quantile,0.6,9.038093369414703,2024,51,ILI
0,17,quantile,0.6,9.216110399543934,2024,51,ILI
1,17,quantile,0.6,10.03678684768323,2024,51,ILI
2,17,quantile,0.6,10.7866529890109,2024,51,ILI
3,17,quantile,0.6,11.178435064954904,2024,51,ILI
4,17,quantile,0.6,11.09759794066392,2024,51,ILI
-1,17,quantile,0.65,9.07789202378539,2024,51,ILI
0,17,quantile,0.65,9.254472033878963,2024,51,ILI
1,17,quantile,0.65,10.110550060007206,2024,51,ILI
2,17,quantile,0.65,10.912775736609518,2024,51,ILI
3,17,quantile,0.65,11.347469071081356,2024,51,ILI
4,17,quantile,0.65,11.325485656864211,2024,51,ILI
-1,17,quantile,0.7,9.117165018277836,2024,51,ILI
0,17,quantile,0.7,9.297685673273154,2024,51,ILI
1,17,quantile,0.7,10.228464575189516,2024,51,ILI
2,17,quantile,0.7,11.112582889954748,2024,51,ILI
3,17,quantile,0.7,11.632022707673729,2024,51,ILI
4,17,quantile,0.7,11.672182810121964,2024,51,ILI
-1,17,quantile,0.75,9.15711843369391,2024,51,ILI
0,17,quantile,0.75,9.348166259754358,2024,51,ILI
1,17,quantile,0.75,10.303538561626675,2024,51,ILI
2,17,quantile,0.75,11.273349115561482,2024,51,ILI
3,17,quantile,0.75,11.89970407879958,2024,51,ILI
4,17,quantile,0.75,12.03648493212843,2024,51,ILI
-1,17,quantile,0.8,9.198359253202238,2024,51,ILI
0,17,quantile,0.8,9.405995795788948,2024,51,ILI
1,17,quantile,0.8,10.419714479138204,2024,51,ILI
2,17,quantile,0.8,11.42568636165946,2024,51,ILI
3,17,quantile,0.8,12.200543253214772,2024,51,ILI
4,17,quantile,0.8,12.44986020818143,2024,51,ILI
-1,17,quantile,0.85,9.254093749656867,2024,51,ILI
0,17,quantile,0.85,9.47817469440588,2024,51,ILI
1,17,quantile,0.85,10.519263473880391,2024,51,ILI
2,17,quantile,0.85,11.663805235169674,2024,51,ILI
3,17,quantile,0.85,12.483742569472968,2024,51,ILI
4,17,quantile,0.85,12.860445865345314,2024,51,ILI
-1,17,quantile,0.9,9.317129158423354,2024,51,ILI
0,17,quantile,0.9,9.571999503053494,2024,51,ILI
1,17,quantile,0.9,10.634094175013546,2024,51,ILI
2,17,quantile,0.9,11.894530590288014,2024,51,ILI
3,17,quantile,0.9,12.887477944323516,2024,51,ILI
4,17,quantile,0.9,13.360232360526304,2024,51,ILI
-1,17,quantile,0.95,9.388903215012526,2024,51,ILI
0,17,quantile,0.95,9.718775149219102,2024,51,ILI
1,17,quantile,0.95,10.885008171971034,2024,51,ILI
2,17,quantile,0.95,12.187827506333672,2024,51,ILI
3,17,quantile,0.95,13.355894696209992,2024,51,ILI
4,17,quantile,0.95,14.043499186006864,2024,51,ILI
-1,17,quantile,0.975,9.439901714842096,2024,51,ILI
0,17,quantile,0.975,9.788528659816144,2024,51,ILI
1,17,quantile,0.975,10.997833379710515,2024,51,ILI
2,17,quantile,0.975,12.48385997215209,2024,51,ILI
3,17,quantile,0.975,13.782295198321568,2024,51,ILI
4,17,quantile,0.975,14.58760905066029,2024,51,ILI
-1,17,quantile,0.99,9.48193813812038,2024,51,ILI
0,17,quantile,0.99,9.874476680331426,2024,51,ILI
1,17,quantile,0.99,11.26271224291915,2024,51,ILI
2,17,quantile,0.99,12.891554142844884,2024,51,ILI
3,17,quantile,0.99,14.142701640970236,2024,51,ILI
4,17,quantile,0.99,15.053187567514936,2024,51,ILI
-1,07,quantile,0.01,9.148162152857156,2024,51,ILI
0,07,quantile,0.01,9.585688785365305,2024,51,ILI
1,07,quantile,0.01,10.481456347160314,2024,51,ILI
2,07,quantile,0.01,11.253031025303196,2024,51,ILI
3,07,quantile,0.01,11.484525543576297,2024,51,ILI
4,07,quantile,0.01,11.037871995084087,2024,51,ILI
-1,07,quantile,0.025,9.217489719990748,2024,51,ILI
0,07,quantile,0.025,9.676783363050502,2024,51,ILI
1,07,quantile,0.025,10.625386942119048,2024,51,ILI
2,07,quantile,0.025,11.548579621717566,2024,51,ILI
3,07,quantile,0.025,11.72912619882276,2024,51,ILI
4,07,quantile,0.025,11.14268486296982,2024,51,ILI
-1,07,quantile,0.05,9.301892884459363,2024,51,ILI
0,07,quantile,0.05,9.797485682878143,2024,51,ILI
1,07,quantile,0.05,10.887069887888966,2024,51,ILI
2,07,quantile,0.05,11.68845851572101,2024,51,ILI
3,07,quantile,0.05,11.958725796925515,2024,51,ILI
4,07,quantile,0.05,11.394495361674007,2024,51,ILI
-1,07,quantile,0.1,9.362366034612506,2024,51,ILI
0,07,quantile,0.1,9.883713908468218,2024,51,ILI
1,07,quantile,0.1,10.985394650535737,2024,51,ILI
2,07,quantile,0.1,11.926783910196198,2024,51,ILI
3,07,quantile,0.1,12.353870330733765,2024,51,ILI
4,07,quantile,0.1,12.00398786728167,2024,51,ILI
-1,07,quantile,0.15,9.424928520247912,2024,51,ILI
0,07,quantile,0.15,9.98065802125393,2024,51,ILI
1,07,quantile,0.15,11.118893102265195,2024,51,ILI
2,07,quantile,0.15,12.184879618446976,2024,51,ILI
3,07,quantile,0.15,12.66467173661211,2024,51,ILI
4,07,quantile,0.15,12.34604803656517,2024,51,ILI
-1,07,quantile,0.2,9.501163615105474,2024,51,ILI
0,07,quantile,0.2,10.08829849065249,2024,51,ILI
1,07,quantile,0.2,11.22682006572468,2024,51,ILI
2,07,quantile,0.2,12.36043113236102,2024,51,ILI
3,07,quantile,0.2,12.961699277971327,2024,51,ILI
4,07,quantile,0.2,12.706989791027256,2024,51,ILI
-1,07,quantile,0.25,9.554296587910262,2024,51,ILI
0,07,quantile,0.25,10.126581254446418,2024,51,ILI
1,07,quantile,0.25,11.340779835841769,2024,51,ILI
2,07,quantile,0.25,12.527361796730386,2024,51,ILI
3,07,quantile,0.25,13.16463896030512,2024,51,ILI
4,07,quantile,0.25,13.101521399696283,2024,51,ILI
