anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,0.51,6.0,11724.0,ILI
2013,44,0.53,7.0,13212.0,ILI
2013,45,0.63,9.0,14335.0,ILI
2013,46,0.38,5.0,13218.0,ILI
2013,47,0.43,6.0,13795.0,ILI
2013,48,0.28,4.0,14098.0,ILI
2013,49,0.83,16.0,19177.0,ILI
2013,50,1.54,28.0,18206.0,ILI
2013,52,1.77,17.0,9615.0,ILI
2014,1,3.2,41.0,12829.0,ILI
2014,2,2.88,49.0,16994.0,ILI
2014,4,5.36,96.0,17902.0,ILI
2014,5,6.89,133.0,19308.0,ILI
