anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,0.81,13.0,16049.0,ILI
2013,44,0.48,8.0,16639.0,ILI
2013,45,0.79,12.0,15238.0,ILI
2013,46,1.54,22.0,14322.0,ILI
2013,47,1.92,27.0,14070.0,ILI
