anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.13,14.0,105486.0
2013,44,0.11,11.0,104264.0
2013,45,0.14,19.0,138411.0
2013,46,0.21,30.0,142101.0
2013,47,0.26,35.0,134421.0
2013,48,0.32,49.0,151290.0
2013,49,0.36,54.0,148942.0
