anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,3.31,192.0,58032.0,ILI
2020,50,2.03,114.0,56228.0,ILI
2020,51,2.27,123.0,54100.0,ILI
2020,52,2.5,121.0,48434.0,ILI
2020,53,1.85,99.0,53487.0,ILI
2021,1,1.9,111.0,58315.0,ILI
2021,2,1.93,125.0,64750.0,ILI
2021,3,1.82,99.0,54526.0,ILI
2021,4,2.79,132.0,47375.0,ILI
2021,5,2.2,140.0,63599.0,ILI
2021,6,2.32,129.0,55508.0,ILI
2021,7,2.31,151.0,65301.0,ILI
2021,8,2.37,163.0,68750.0,ILI
2021,9,2.87,161.0,56004.0,ILI
2021,10,3.14,155.0,49372.0,ILI
2021,11,2.14,111.0,51824.0,ILI
