anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2025,3,01,quantile,0.01,-1,ILI,8.179160941573574
2025,3,01,quantile,0.01,0,ILI,8.202819718798096
2025,3,01,quantile,0.01,1,ILI,11.519501902168546
2025,3,01,quantile,0.01,2,ILI,9.60444249444107
2025,3,01,quantile,0.01,3,ILI,7.8447151960558
2025,3,01,quantile,0.01,4,ILI,6.314116747488056
2025,3,01,quantile,0.025,-1,ILI,9.173802949595101
2025,3,01,quantile,0.025,0,ILI,9.247961436561596
2025,3,01,quantile,0.025,1,ILI,12.1648591275723
2025,3,01,quantile,0.025,2,ILI,10.19161067947658
2025,3,01,quantile,0.025,3,ILI,8.379883693859492
2025,3,01,quantile,0.025,4,ILI,6.804708793286137
2025,3,01,quantile,0.05,-1,ILI,10.272675766318649
2025,3,01,quantile,0.05,0,ILI,10.272814175057876
2025,3,01,quantile,0.05,1,ILI,12.641095355902348
2025,3,01,quantile,0.05,2,ILI,10.656452856633521
2025,3,01,quantile,0.05,3,ILI,8.82711478346388
2025,3,01,quantile,0.05,4,ILI,7.224907701395606
2025,3,01,quantile,0.1,-1,ILI,11.366450416820335
2025,3,01,quantile,0.1,0,ILI,11.47830996901898
2025,3,01,quantile,0.1,1,ILI,13.384900473260842
2025,3,01,quantile,0.1,2,ILI,11.441614685776175
2025,3,01,quantile,0.1,3,ILI,9.561919275035088
2025,3,01,quantile,0.1,4,ILI,7.862909657344452
2025,3,01,quantile,0.15,-1,ILI,12.155582987041305
2025,3,01,quantile,0.15,0,ILI,12.285003312506475
2025,3,01,quantile,0.15,1,ILI,13.971440772069464
2025,3,01,quantile,0.15,2,ILI,12.186128550802817
2025,3,01,quantile,0.15,3,ILI,10.362630584456737
2025,3,01,quantile,0.15,4,ILI,8.652430074460245
2025,3,01,quantile,0.2,-1,ILI,12.89111750595159
2025,3,01,quantile,0.2,0,ILI,13.122338904526334
2025,3,01,quantile,0.2,1,ILI,14.4542532877222
2025,3,01,quantile,0.2,2,ILI,12.80258530017857
2025,3,01,quantile,0.2,3,ILI,10.951772459769845
2025,3,01,quantile,0.2,4,ILI,9.192296514538409
2025,3,01,quantile,0.25,-1,ILI,13.318444816806934
2025,3,01,quantile,0.25,0,ILI,13.655323634234218
2025,3,01,quantile,0.25,1,ILI,14.846300075638837
2025,3,01,quantile,0.25,2,ILI,13.15968363309343
2025,3,01,quantile,0.25,3,ILI,11.39766158271878
2025,3,01,quantile,0.25,4,ILI,9.627076031598111
2025,3,01,quantile,0.3,-1,ILI,13.741030224165698
2025,3,01,quantile,0.3,0,ILI,14.143726405615134
2025,3,01,quantile,0.3,1,ILI,15.164012355281873
2025,3,01,quantile,0.3,2,ILI,13.569860627113275
2025,3,01,quantile,0.3,3,ILI,11.845926551854133
2025,3,01,quantile,0.3,4,ILI,10.124060947467619
2025,3,01,quantile,0.35,-1,ILI,14.178798153189636
2025,3,01,quantile,0.35,0,ILI,14.456838058146165
2025,3,01,quantile,0.35,1,ILI,15.443623704988187
2025,3,01,quantile,0.35,2,ILI,14.011687968505363
2025,3,01,quantile,0.35,3,ILI,12.31537423033897
2025,3,01,quantile,0.35,4,ILI,10.690753847823164
2025,3,01,quantile,0.4,-1,ILI,14.651178350182576
2025,3,01,quantile,0.4,0,ILI,14.942551674168275
2025,3,01,quantile,0.4,1,ILI,15.696433209482588
2025,3,01,quantile,0.4,2,ILI,14.417465003565361
2025,3,01,quantile,0.4,3,ILI,12.791180616765168
2025,3,01,quantile,0.4,4,ILI,11.082675111903635
2025,3,01,quantile,0.45,-1,ILI,15.048412477834894
2025,3,01,quantile,0.45,0,ILI,15.233104006147508
2025,3,01,quantile,0.45,1,ILI,15.972915664855654
2025,3,01,quantile,0.45,2,ILI,14.722247547893295
2025,3,01,quantile,0.45,3,ILI,13.175752122161974
2025,3,01,quantile,0.45,4,ILI,11.462198215808069
2025,3,01,quantile,0.5,-1,ILI,15.428128358935624
2025,3,01,quantile,0.5,0,ILI,15.5550971580662
2025,3,01,quantile,0.5,1,ILI,16.231670150833075
2025,3,01,quantile,0.5,2,ILI,15.0875834258518
2025,3,01,quantile,0.5,3,ILI,13.556479196016946
2025,3,01,quantile,0.5,4,ILI,11.885850896051164
2025,3,01,quantile,0.55,-1,ILI,15.686411812845787
2025,3,01,quantile,0.55,0,ILI,15.899191295741563
2025,3,01,quantile,0.55,1,ILI,16.463169769707832
2025,3,01,quantile,0.55,2,ILI,15.398078473789441
2025,3,01,quantile,0.55,3,ILI,13.945109597570356
2025,3,01,quantile,0.55,4,ILI,12.307819289505364
2025,3,01,quantile,0.6,-1,ILI,16.00430846992013
2025,3,01,quantile,0.6,0,ILI,16.230218710653624
2025,3,01,quantile,0.6,1,ILI,16.723299879681917
2025,3,01,quantile,0.6,2,ILI,15.708688332627911
2025,3,01,quantile,0.6,3,ILI,14.358876188554113
2025,3,01,quantile,0.6,4,ILI,12.74255918425355
2025,3,01,quantile,0.65,-1,ILI,16.268616531229434
2025,3,01,quantile,0.65,0,ILI,16.59650048464598
2025,3,01,quantile,0.65,1,ILI,16.942008600777076
2025,3,01,quantile,0.65,2,ILI,16.021088855609076
2025,3,01,quantile,0.65,3,ILI,14.727002056630633
2025,3,01,quantile,0.65,4,ILI,13.200482449973656
2025,3,01,quantile,0.7,-1,ILI,16.64957212715028
2025,3,01,quantile,0.7,0,ILI,17.009354614035573
2025,3,01,quantile,0.7,1,ILI,17.167380812039855
2025,3,01,quantile,0.7,2,ILI,16.39072484006911
2025,3,01,quantile,0.7,3,ILI,15.134000022576357
2025,3,01,quantile,0.7,4,ILI,13.643755310962643
2025,3,01,quantile,0.75,-1,ILI,17.008151673455213
2025,3,01,quantile,0.75,0,ILI,17.39973735549416
2025,3,01,quantile,0.75,1,ILI,17.467121990934285
2025,3,01,quantile,0.75,2,ILI,16.74512947903682
2025,3,01,quantile,0.75,3,ILI,15.57606566219027
2025,3,01,quantile,0.75,4,ILI,14.136067378490747
2025,3,01,quantile,0.8,-1,ILI,17.482548370664162
2025,3,01,quantile,0.8,0,ILI,17.851426904723844
2025,3,01,quantile,0.8,1,ILI,17.827700146178838
