anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2024,52,01,quantile,0.01,-1,ILI,5.836881738572316
2024,52,01,quantile,0.01,0,ILI,5.975147783310756
2024,52,01,quantile,0.01,1,ILI,8.078195157387043
2024,52,01,quantile,0.01,2,ILI,7.345534608005443
2024,52,01,quantile,0.01,3,ILI,6.543352924483388
2024,52,01,quantile,0.01,4,ILI,5.715101739074159
2024,52,01,quantile,0.025,-1,ILI,6.235018453513392
2024,52,01,quantile,0.025,0,ILI,6.598137232584652
2024,52,01,quantile,0.025,1,ILI,8.470341480214504
2024,52,01,quantile,0.025,2,ILI,7.760789615178783
2024,52,01,quantile,0.025,3,ILI,6.976775721477041
2024,52,01,quantile,0.025,4,ILI,6.099638341542496
2024,52,01,quantile,0.05,-1,ILI,6.673384958784796
2024,52,01,quantile,0.05,0,ILI,7.065251373562408
2024,52,01,quantile,0.05,1,ILI,8.835154865533445
2024,52,01,quantile,0.05,2,ILI,8.206747680156479
2024,52,01,quantile,0.05,3,ILI,7.4971302150069405
2024,52,01,quantile,0.05,4,ILI,6.6273598568867556
2024,52,01,quantile,0.1,-1,ILI,7.299235977346491
2024,52,01,quantile,0.1,0,ILI,7.860044448285816
2024,52,01,quantile,0.1,1,ILI,9.353441526922035
2024,52,01,quantile,0.1,2,ILI,8.795329205114646
2024,52,01,quantile,0.1,3,ILI,8.06612898776635
2024,52,01,quantile,0.1,4,ILI,7.2558191424209895
2024,52,01,quantile,0.15,-1,ILI,7.829789234303184
2024,52,01,quantile,0.15,0,ILI,8.427916036611023
2024,52,01,quantile,0.15,1,ILI,9.70153257554205
2024,52,01,quantile,0.15,2,ILI,9.213692243684616
2024,52,01,quantile,0.15,3,ILI,8.543645181644766
2024,52,01,quantile,0.15,4,ILI,7.733818636522239
2024,52,01,quantile,0.2,-1,ILI,8.33011442979316
2024,52,01,quantile,0.2,0,ILI,8.956506720071731
2024,52,01,quantile,0.2,1,ILI,10.01670317040521
2024,52,01,quantile,0.2,2,ILI,9.538959077262614
2024,52,01,quantile,0.2,3,ILI,8.93833662045112
2024,52,01,quantile,0.2,4,ILI,8.159298110634007
2024,52,01,quantile,0.25,-1,ILI,8.743698606067824
2024,52,01,quantile,0.25,0,ILI,9.453840326254012
2024,52,01,quantile,0.25,1,ILI,10.26889080323551
2024,52,01,quantile,0.25,2,ILI,9.867611842626708
2024,52,01,quantile,0.25,3,ILI,9.248467224061217
2024,52,01,quantile,0.25,4,ILI,8.526899334869725
2024,52,01,quantile,0.3,-1,ILI,9.166951657610205
2024,52,01,quantile,0.3,0,ILI,9.831343452273163
2024,52,01,quantile,0.3,1,ILI,10.507360855425139
2024,52,01,quantile,0.3,2,ILI,10.128451784843449
2024,52,01,quantile,0.3,3,ILI,9.549094934468929
2024,52,01,quantile,0.3,4,ILI,8.8841452050691
2024,52,01,quantile,0.35,-1,ILI,9.603733106851198
2024,52,01,quantile,0.35,0,ILI,10.226869730833185
2024,52,01,quantile,0.35,1,ILI,10.699590702065283
2024,52,01,quantile,0.35,2,ILI,10.342916257697341
2024,52,01,quantile,0.35,3,ILI,9.833784479774
2024,52,01,quantile,0.35,4,ILI,9.18539288793107
2024,52,01,quantile,0.4,-1,ILI,9.993265387770084
2024,52,01,quantile,0.4,0,ILI,10.597348896013484
2024,52,01,quantile,0.4,1,ILI,10.893467765216691
2024,52,01,quantile,0.4,2,ILI,10.550550268443455
2024,52,01,quantile,0.4,3,ILI,10.090190877865897
2024,52,01,quantile,0.4,4,ILI,9.511911906566597
2024,52,01,quantile,0.45,-1,ILI,10.342228376589372
2024,52,01,quantile,0.45,0,ILI,10.912952646422983
2024,52,01,quantile,0.45,1,ILI,11.078790462935725
2024,52,01,quantile,0.45,2,ILI,10.749784571684696
2024,52,01,quantile,0.45,3,ILI,10.32825968538963
2024,52,01,quantile,0.45,4,ILI,9.812301699021198
2024,52,01,quantile,0.5,-1,ILI,10.696673402207725
2024,52,01,quantile,0.5,0,ILI,11.18308994349836
2024,52,01,quantile,0.5,1,ILI,11.219384875141776
2024,52,01,quantile,0.5,2,ILI,10.946660690495412
2024,52,01,quantile,0.5,3,ILI,10.572752344186656
2024,52,01,quantile,0.5,4,ILI,10.082597268027964
2024,52,01,quantile,0.55,-1,ILI,11.03674624810286
2024,52,01,quantile,0.55,0,ILI,11.460321440383861
2024,52,01,quantile,0.55,1,ILI,11.381830547514085
2024,52,01,quantile,0.55,2,ILI,11.146694421914567
2024,52,01,quantile,0.55,3,ILI,10.829446574369173
2024,52,01,quantile,0.55,4,ILI,10.356580982200144
2024,52,01,quantile,0.6,-1,ILI,11.266504124884737
2024,52,01,quantile,0.6,0,ILI,11.748218881084732
2024,52,01,quantile,0.6,1,ILI,11.529816163236164
2024,52,01,quantile,0.6,2,ILI,11.356536102037513
2024,52,01,quantile,0.6,3,ILI,11.078531177128363
2024,52,01,quantile,0.6,4,ILI,10.641026870153915
2024,52,01,quantile,0.65,-1,ILI,11.505259550162513
2024,52,01,quantile,0.65,0,ILI,11.97471935286977
2024,52,01,quantile,0.65,1,ILI,11.668132106863649
2024,52,01,quantile,0.65,2,ILI,11.548863388555953
2024,52,01,quantile,0.65,3,ILI,11.318416866104544
