anno,settimana,luogo,tipo_valore,id_valore,orizzonte,valore
2024,7,01,quantile,0.01,1,6.26808150838698
2024,7,01,quantile,0.01,2,4.951465933225334
2024,7,01,quantile,0.01,3,4.093095616370882
2024,7,01,quantile,0.01,4,3.258128985302734
2024,7,01,quantile,0.025,1,6.406346546511022
2024,7,01,quantile,0.025,2,5.278797632356308
2024,7,01,quantile,0.025,3,4.255369846066108
2024,7,01,quantile,0.025,4,3.529990873136463
2024,7,01,quantile,0.05,1,6.574158655231147
2024,7,01,quantile,0.05,2,5.42092720119186
2024,7,01,quantile,0.05,3,4.41336553164499
2024,7,01,quantile,0.05,4,3.74738381320589
2024,7,01,quantile,0.1,1,6.790885232619973
2024,7,01,quantile,0.1,2,5.632990513240769
2024,7,01,quantile,0.1,3,4.597022747825943
2024,7,01,quantile,0.1,4,4.022797002249463
2024,7,01,quantile,0.15,1,6.934655786527591
2024,7,01,quantile,0.15,2,5.808413521040615
2024,7,01,quantile,0.15,3,4.715269636354856
2024,7,01,quantile,0.15,4,4.234538483516198
2024,7,01,quantile,0.2,1,7.075567953714004
2024,7,01,quantile,0.2,2,6.087022127515263
2024,7,01,quantile,0.2,3,5.273996261922296
2024,7,01,quantile,0.2,4,4.465801029932853
2024,7,01,quantile,0.25,1,7.213581202051253
2024,7,01,quantile,0.25,2,6.312871138529535
2024,7,01,quantile,0.25,3,5.555068703953837
2024,7,01,quantile,0.25,4,4.646496712682301
2024,7,01,quantile,0.3,1,7.3442573844734165
2024,7,01,quantile,0.3,2,6.450338105474552
2024,7,01,quantile,0.3,3,5.723946016710363
2024,7,01,quantile,0.3,4,5.009517222367541
2024,7,01,quantile,0.35,1,7.495826932154387
2024,7,01,quantile,0.35,2,6.596169648082722
2024,7,01,quantile,0.35,3,5.8991460192641245
2024,7,01,quantile,0.35,4,5.196186786217187
2024,7,01,quantile,0.4,1,7.636947557241399
2024,7,01,quantile,0.4,2,6.760926195299577
2024,7,01,quantile,0.4,3,6.096217645608473
2024,7,01,quantile,0.4,4,5.4079039596836544
2024,7,01,quantile,0.45,1,7.737359844062017
2024,7,01,quantile,0.45,2,6.967548845769128
2024,7,01,quantile,0.45,3,6.3483220921917045
2024,7,01,quantile,0.45,4,5.69125922954486
2024,7,01,quantile,0.5,1,7.842186495273625
2024,7,01,quantile,0.5,2,7.123849329677428
2024,7,01,quantile,0.5,3,6.580465743825422
2024,7,01,quantile,0.5,4,5.924795654086489
2024,7,01,quantile,0.55,1,7.960651909240644
2024,7,01,quantile,0.55,2,7.261311247195144
2024,7,01,quantile,0.55,3,6.792832328199107
2024,7,01,quantile,0.55,4,6.15614484082144
2024,7,01,quantile,0.6,1,8.107565194639177
2024,7,01,quantile,0.6,2,7.397056240872621
2024,7,01,quantile,0.6,3,6.95104814766958
2024,7,01,quantile,0.6,4,6.432812229882014
2024,7,01,quantile,0.65,1,8.18605565516279
2024,7,01,quantile,0.65,2,7.5903591733065765
2024,7,01,quantile,0.65,3,7.160412776758006
2024,7,01,quantile,0.65,4,6.672892332307757
2024,7,01,quantile,0.7,1,8.25902050885714
2024,7,01,quantile,0.7,2,7.7414754400977195
2024,7,01,quantile,0.7,3,7.366005558836461
2024,7,01,quantile,0.7,4,6.889104744398905
2024,7,01,quantile,0.75,1,8.393586289729193
2024,7,01,quantile,0.75,2,7.846725541170004
2024,7,01,quantile,0.75,3,7.455360911856033
2024,7,01,quantile,0.75,4,7.087917554313784
2024,7,01,quantile,0.8,1,8.511743207854849
2024,7,01,quantile,0.8,2,7.956371280466771
2024,7,01,quantile,0.8,3,7.665843149612886
2024,7,01,quantile,0.8,4,7.38076495028723
2024,7,01,quantile,0.85,1,8.621182714412772
2024,7,01,quantile,0.85,2,8.066902261480166
2024,7,01,quantile,0.85,3,7.95674553690251
2024,7,01,quantile,0.85,4,7.771773675583738
2024,7,01,quantile,0.9,1,8.70162969080268
2024,7,01,quantile,0.9,2,8.192275119249398
2024,7,01,quantile,0.9,3,8.249719539242754
2024,7,01,quantile,0.9,4,8.131962870323969
2024,7,01,quantile,0.95,1,8.81620366490415
2024,7,01,quantile,0.95,2,8.358180616474566
2024,7,01,quantile,0.95,3,8.529115519036257
2024,7,01,quantile,0.95,4,8.452820623368268
2024,7,01,quantile,0.975,1,8.90295186814063
2024,7,01,quantile,0.975,2,8.473477789944736
2024,7,01,quantile,0.975,3,8.673118507220938
2024,7,01,quantile,0.975,4,8.618531073458936
2024,7,01,quantile,0.99,1,9.002155464056633
2024,7,01,quantile,0.99,2,8.573002839971984
2024,7,01,quantile,0.99,3,8.788608518253756
2024,7,01,quantile,0.99,4,8.739870521151857
2024,7,02,quantile,0.01,1,2.4021325304968264
2024,7,02,quantile,0.01,2,1.9844697879475053
2024,7,02,quantile,0.01,3,1.7609333021159403
2024,7,02,quantile,0.01,4,1.6751405946740205
2024,7,02,quantile,0.025,1,2.4410283784090185
2024,7,02,quantile,0.025,2,2.027889984140487
2024,7,02,quantile,0.025,3,1.807226066974155
2024,7,02,quantile,0.025,4,1.7183597677040487
2024,7,02,quantile,0.05,1,2.4880347915982135
2024,7,02,quantile,0.05,2,2.0809464823713917
2024,7,02,quantile,0.05,3,1.870782623538747
2024,7,02,quantile,0.05,4,1.7748082953451463
2024,7,02,quantile,0.1,1,2.554413058221596
2024,7,02,quantile,0.1,2,2.1709815930977507
2024,7,02,quantile,0.1,3,1.9827466962529616
2024,7,02,quantile,0.1,4,1.8798760068522593
2024,7,02,quantile,0.15,1,2.6098769384230325
