anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2026,4,01,quantile,0.01,-1,ARI,8.541324242058273
2026,4,01,quantile,0.01,0,ARI,7.228271130388794
2026,4,01,quantile,0.01,1,ARI,8.113881728947725
2026,4,01,quantile,0.01,2,ARI,6.335932440891618
2026,4,01,quantile,0.01,3,ARI,5.0104974208942314
2026,4,01,quantile,0.01,4,ARI,4.011650548924104
2026,4,01,quantile,0.025,-1,ARI,9.225746590731713
2026,4,01,quantile,0.025,0,ARI,7.813403481176914
2026,4,01,quantile,0.025,1,ARI,8.41592252187257
2026,4,01,quantile,0.025,2,ARI,6.649719399746239
2026,4,01,quantile,0.025,3,ARI,5.305237897340006
2026,4,01,quantile,0.025,4,ARI,4.2935626707174945
2026,4,01,quantile,0.05,-1,ARI,10.500030958753054
2026,4,01,quantile,0.05,0,ARI,8.928531697255153
2026,4,01,quantile,0.05,1,ARI,8.921075745752423
2026,4,01,quantile,0.05,2,ARI,7.094030984053422
2026,4,01,quantile,0.05,3,ARI,5.726102162682089
2026,4,01,quantile,0.05,4,ARI,4.657055124408354
2026,4,01,quantile,0.1,-1,ARI,11.803200789936614
2026,4,01,quantile,0.1,0,ARI,9.940786853652
2026,4,01,quantile,0.1,1,ARI,9.481207150613702
2026,4,01,quantile,0.1,2,ARI,7.598891644062535
2026,4,01,quantile,0.1,3,ARI,6.2002293149256715
2026,4,01,quantile,0.1,4,ARI,5.129123117804912
2026,4,01,quantile,0.15,-1,ARI,12.746997652778564
2026,4,01,quantile,0.15,0,ARI,10.931726079139473
2026,4,01,quantile,0.15,1,ARI,9.946342758120315
2026,4,01,quantile,0.15,2,ARI,8.083204621449747
2026,4,01,quantile,0.15,3,ARI,6.6214101705527
2026,4,01,quantile,0.15,4,ARI,5.496347412949334
2026,4,01,quantile,0.2,-1,ARI,13.372154724359806
2026,4,01,quantile,0.2,0,ARI,11.389472111872468
2026,4,01,quantile,0.2,1,ARI,10.2371275079228
2026,4,01,quantile,0.2,2,ARI,8.345098718329732
2026,4,01,quantile,0.2,3,ARI,6.870533597468695
2026,4,01,quantile,0.2,4,ARI,5.717693152520648
2026,4,01,quantile,0.25,-1,ARI,13.703479151280279
2026,4,01,quantile,0.25,0,ARI,11.683117843421119
2026,4,01,quantile,0.25,1,ARI,10.431110879263072
2026,4,01,quantile,0.25,2,ARI,8.56199533929008
2026,4,01,quantile,0.25,3,ARI,7.084738007679148
2026,4,01,quantile,0.25,4,ARI,5.93648933318633
2026,4,01,quantile,0.3,-1,ARI,13.924853183042693
2026,4,01,quantile,0.3,0,ARI,11.991142037336425
2026,4,01,quantile,0.3,1,ARI,10.640454822077816
2026,4,01,quantile,0.3,2,ARI,8.777876097977654
2026,4,01,quantile,0.3,3,ARI,7.328494562987461
2026,4,01,quantile,0.3,4,ARI,6.177900190423349
2026,4,01,quantile,0.35,-1,ARI,14.24313995548823
2026,4,01,quantile,0.35,0,ARI,12.260068667105731
2026,4,01,quantile,0.35,1,ARI,10.818964816227613
2026,4,01,quantile,0.35,2,ARI,8.996029511822284
2026,4,01,quantile,0.35,3,ARI,7.535396698420971
2026,4,01,quantile,0.35,4,ARI,6.389700262280991
2026,4,01,quantile,0.4,-1,ARI,14.468734456532076
2026,4,01,quantile,0.4,0,ARI,12.511418061433961
2026,4,01,quantile,0.4,1,ARI,11.007334834491276
2026,4,01,quantile,0.4,2,ARI,9.196568005334598
2026,4,01,quantile,0.4,3,ARI,7.761918386163643
2026,4,01,quantile,0.4,4,ARI,6.621884154476738
