anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2025,46,01,quantile,0.01,-1,ARI,4.277202598366598
2025,46,01,quantile,0.01,0,ARI,4.447794695957297
2025,46,01,quantile,0.01,1,ARI,5.452291765514423
2025,46,01,quantile,0.01,2,ARI,4.929272715499217
2025,46,01,quantile,0.01,3,ARI,4.568895245723187
2025,46,01,quantile,0.01,4,ARI,4.1265184144970615
2025,46,01,quantile,0.025,-1,ARI,4.347792265644118
2025,46,01,quantile,0.025,0,ARI,4.550080070333039
2025,46,01,quantile,0.025,1,ARI,5.586396955926564
2025,46,01,quantile,0.025,2,ARI,5.122511358015438
2025,46,01,quantile,0.025,3,ARI,4.821980099678021
2025,46,01,quantile,0.025,4,ARI,4.446155527455415
2025,46,01,quantile,0.05,-1,ARI,4.634609435987682
2025,46,01,quantile,0.05,0,ARI,4.881221406082485
2025,46,01,quantile,0.05,1,ARI,5.825068666550629
2025,46,01,quantile,0.05,2,ARI,5.4179540996581
2025,46,01,quantile,0.05,3,ARI,5.138786971732517
2025,46,01,quantile,0.05,4,ARI,4.8310892287356
2025,46,01,quantile,0.1,-1,ARI,4.934895616492007
2025,46,01,quantile,0.1,0,ARI,5.177432389495367
2025,46,01,quantile,0.1,1,ARI,6.1194385607193
2025,46,01,quantile,0.1,2,ARI,5.769013563492428
2025,46,01,quantile,0.1,3,ARI,5.479846584951625
2025,46,01,quantile,0.1,4,ARI,5.236812315819163
2025,46,01,quantile,0.15,-1,ARI,5.086297606429343
2025,46,01,quantile,0.15,0,ARI,5.465082696475603
2025,46,01,quantile,0.15,1,ARI,6.331631480761814
2025,46,01,quantile,0.15,2,ARI,6.019401356512719
2025,46,01,quantile,0.15,3,ARI,5.851518832467381
2025,46,01,quantile,0.15,4,ARI,5.7204127644523615
2025,46,01,quantile,0.2,-1,ARI,5.356596815305803
2025,46,01,quantile,0.2,0,ARI,5.636609719063669
2025,46,01,quantile,0.2,1,ARI,6.595059533366976
2025,46,01,quantile,0.2,2,ARI,6.329433935985181
2025,46,01,quantile,0.2,3,ARI,6.154861338348071
2025,46,01,quantile,0.2,4,ARI,6.062766994139871
2025,46,01,quantile,0.25,-1,ARI,5.5359774757497
2025,46,01,quantile,0.25,0,ARI,5.896001893321911
2025,46,01,quantile,0.25,1,ARI,6.792976124341043
2025,46,01,quantile,0.25,2,ARI,6.578974529514149
2025,46,01,quantile,0.25,3,ARI,6.52538044025507
2025,46,01,quantile,0.25,4,ARI,6.422154747119453
2025,46,01,quantile,0.3,-1,ARI,5.714957606655235
2025,46,01,quantile,0.3,0,ARI,6.110458552615356
2025,46,01,quantile,0.3,1,ARI,7.026760364217873
2025,46,01,quantile,0.3,2,ARI,6.86939361447201
2025,46,01,quantile,0.3,3,ARI,6.805834527473872
2025,46,01,quantile,0.3,4,ARI,6.771416586108398
2025,46,01,quantile,0.35,-1,ARI,5.952351417000232
2025,46,01,quantile,0.35,0,ARI,6.356531401613032
2025,46,01,quantile,0.35,1,ARI,7.2211321633505765
2025,46,01,quantile,0.35,2,ARI,7.130568607532853
2025,46,01,quantile,0.35,3,ARI,7.171888445915003
2025,46,01,quantile,0.35,4,ARI,7.194357590889264
2025,46,01,quantile,0.4,-1,ARI,6.14602768756648
2025,46,01,quantile,0.4,0,ARI,6.596401204457109
2025,46,01,quantile,0.4,1,ARI,7.452953965037267
2025,46,01,quantile,0.4,2,ARI,7.440956114291807
2025,46,01,quantile,0.4,3,ARI,7.5249528188203225
2025,46,01,quantile,0.4,4,ARI,7.5623903184906975
2025,46,01,quantile,0.45,-1,ARI,6.45329076528599
2025,46,01,quantile,0.45,0,ARI,6.79416365399633
2025,46,01,quantile,0.45,1,ARI,7.7484677909170445
2025,46,01,quantile,0.45,2,ARI,7.832197229702318
2025,46,01,quantile,0.45,3,ARI,7.980285862130145
2025,46,01,quantile,0.45,4,ARI,8.072219827571846
2025,46,01,quantile,0.5,-1,ARI,6.779925912240539
2025,46,01,quantile,0.5,0,ARI,7.175804081071435
2025,46,01,quantile,0.5,1,ARI,8.042832461563581
2025,46,01,quantile,0.5,2,ARI,8.241496397080509
2025,46,01,quantile,0.5,3,ARI,8.445083138341591
2025,46,01,quantile,0.5,4,ARI,8.54331949106604
2025,46,01,quantile,0.55,-1,ARI,7.104833192461614
2025,46,01,quantile,0.55,0,ARI,7.574305923076663
2025,46,01,quantile,0.55,1,ARI,8.31152047365698
2025,46,01,quantile,0.55,2,ARI,8.576481291550957
2025,46,01,quantile,0.55,3,ARI,8.807998392502466
2025,46,01,quantile,0.55,4,ARI,8.963134903643144
2025,46,01,quantile,0.6,-1,ARI,7.368984158900341
2025,46,01,quantile,0.6,0,ARI,7.817831428224801
2025,46,01,quantile,0.6,1,ARI,8.610540885820765
2025,46,01,quantile,0.6,2,ARI,9.198474408856702
2025,46,01,quantile,0.6,3,ARI,9.72089969861297
2025,46,01,quantile,0.6,4,ARI,9.971033365948973
2025,46,01,quantile,0.65,-1,ARI,7.606224261232012
2025,46,01,quantile,0.65,0,ARI,8.08998330021405
