anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2024,51,01,quantile,0.01,-1,ILI,5.850159968337461
2024,51,01,quantile,0.01,0,ILI,5.840941858693572
2024,51,01,quantile,0.01,1,ILI,8.262457498652891
2024,51,01,quantile,0.01,2,ILI,7.688006449550741
2024,51,01,quantile,0.01,3,ILI,7.102615846032737
2024,51,01,quantile,0.01,4,ILI,6.415642914876357
2024,51,01,quantile,0.025,-1,ILI,6.27378281624015
2024,51,01,quantile,0.025,0,ILI,6.365464884488747
2024,51,01,quantile,0.025,1,ILI,8.620068591895876
2024,51,01,quantile,0.025,2,ILI,8.11833371045827
2024,51,01,quantile,0.025,3,ILI,7.568951959327859
2024,51,01,quantile,0.025,4,ILI,6.9232783407954
2024,51,01,quantile,0.05,-1,ILI,6.626257656821308
2024,51,01,quantile,0.05,0,ILI,6.781323310067851
2024,51,01,quantile,0.05,1,ILI,9.054942254531605
2024,51,01,quantile,0.05,2,ILI,8.65942176766166
2024,51,01,quantile,0.05,3,ILI,8.165697282779082
2024,51,01,quantile,0.05,4,ILI,7.500958678744322
2024,51,01,quantile,0.1,-1,ILI,7.167199222255153
2024,51,01,quantile,0.1,0,ILI,7.478228438072283
2024,51,01,quantile,0.1,1,ILI,9.518970155106722
2024,51,01,quantile,0.1,2,ILI,9.23788225870394
2024,51,01,quantile,0.1,3,ILI,8.839641375165739
2024,51,01,quantile,0.1,4,ILI,8.312865574951863
2024,51,01,quantile,0.15,-1,ILI,7.664849317327155
2024,51,01,quantile,0.15,0,ILI,8.063787658523621
2024,51,01,quantile,0.15,1,ILI,9.926857525116674
2024,51,01,quantile,0.15,2,ILI,9.738457404880881
2024,51,01,quantile,0.15,3,ILI,9.338255164457525
2024,51,01,quantile,0.15,4,ILI,8.858006311695302
2024,51,01,quantile,0.2,-1,ILI,8.077394300908395
2024,51,01,quantile,0.2,0,ILI,8.549938934499572
2024,51,01,quantile,0.2,1,ILI,10.301307016159539
2024,51,01,quantile,0.2,2,ILI,10.111224807973553
2024,51,01,quantile,0.2,3,ILI,9.757679417507738
2024,51,01,quantile,0.2,4,ILI,9.290173304435664
2024,51,01,quantile,0.25,-1,ILI,8.45214980097971
2024,51,01,quantile,0.25,0,ILI,9.00176375167527
2024,51,01,quantile,0.25,1,ILI,10.604865968608367
2024,51,01,quantile,0.25,2,ILI,10.492566907581326
2024,51,01,quantile,0.25,3,ILI,10.182535812290208
2024,51,01,quantile,0.25,4,ILI,9.72881900464326
2024,51,01,quantile,0.3,-1,ILI,8.85991448669888
2024,51,01,quantile,0.3,0,ILI,9.392338566128977
2024,51,01,quantile,0.3,1,ILI,10.877917459192705
2024,51,01,quantile,0.3,2,ILI,10.80656134632308
2024,51,01,quantile,0.3,3,ILI,10.578362263995125
2024,51,01,quantile,0.3,4,ILI,10.140129325559755
2024,51,01,quantile,0.35,-1,ILI,9.17245579372678
2024,51,01,quantile,0.35,0,ILI,9.796683215453186
2024,51,01,quantile,0.35,1,ILI,11.131647926780387
