anno,settimana,luogo,tipo_valore,id_valore,orizzonte,target,valore
2025,50,01,quantile,0.01,-1,ARI,7.212586461964616
2025,50,01,quantile,0.01,0,ARI,8.651625833167891
2025,50,01,quantile,0.01,1,ARI,10.885379982079213
2025,50,01,quantile,0.01,2,ARI,10.201165123667263
2025,50,01,quantile,0.01,3,ARI,9.55777425309969
2025,50,01,quantile,0.01,4,ARI,8.742575860180533
2025,50,01,quantile,0.025,-1,ARI,7.843377910447077
2025,50,01,quantile,0.025,0,ARI,9.08432930243261
2025,50,01,quantile,0.025,1,ARI,11.30977906903678
2025,50,01,quantile,0.025,2,ARI,10.697058260207772
2025,50,01,quantile,0.025,3,ARI,10.103903580851394
2025,50,01,quantile,0.025,4,ARI,9.156525904101002
2025,50,01,quantile,0.05,-1,ARI,8.519714658636982
2025,50,01,quantile,0.05,0,ARI,9.760068251989585
2025,50,01,quantile,0.05,1,ARI,11.855924195543858
2025,50,01,quantile,0.05,2,ARI,11.476517024183707
2025,50,01,quantile,0.05,3,ARI,11.199391133805799
2025,50,01,quantile,0.05,4,ARI,10.455460430562987
2025,50,01,quantile,0.1,-1,ARI,9.41420139546592
2025,50,01,quantile,0.1,0,ARI,10.88996305435358
2025,50,01,quantile,0.1,1,ARI,12.81248684105639
2025,50,01,quantile,0.1,2,ARI,12.888113960112022
2025,50,01,quantile,0.1,3,ARI,12.740084972892227
2025,50,01,quantile,0.1,4,ARI,12.059003254740373
2025,50,01,quantile,0.15,-1,ARI,9.999688477202168
2025,50,01,quantile,0.15,0,ARI,11.635275929649612
2025,50,01,quantile,0.15,1,ARI,13.45909838102896
2025,50,01,quantile,0.15,2,ARI,13.619618678624091
2025,50,01,quantile,0.15,3,ARI,13.662486259980664
2025,50,01,quantile,0.15,4,ARI,13.156810607179214
2025,50,01,quantile,0.2,-1,ARI,10.393680082696346
2025,50,01,quantile,0.2,0,ARI,12.099569400046667
2025,50,01,quantile,0.2,1,ARI,13.85453708802173
2025,50,01,quantile,0.2,2,ARI,14.189130113305257
2025,50,01,quantile,0.2,3,ARI,14.405539830195648
2025,50,01,quantile,0.2,4,ARI,13.918358009736632
2025,50,01,quantile,0.25,-1,ARI,10.850704166891358
