anno,settimana,incidenza,numero_casi,numero_assistiti
2006,42,0.26,216,839158
2006,43,0.27,257,940408
2006,44,0.26,264,1018516
2006,45,0.43,482,1112240
2006,46,0.51,576,1128853
2006,47,0.53,599,1139219
2006,48,0.59,683,1157608
