anno,settimana,incidenza,numero_casi,numero_assistiti
2011,42,0.47,568,1218830
2011,43,0.54,678,1249580
2011,44,0.53,697,1309539
2011,45,0.72,967,1337774
2011,46,0.89,1213,1365436
2011,47,1.14,1557,1371719
2011,48,1.29,1735,1343497
2011,49,1.36,1885,1381052
2011,50,1.76,2430,1382449
2011,51,2.2,2843,1293427
2011,52,3.07,4074,1325645
2012,01,3.13,4256,1361517
2012,02,4.24,5945,1402095
2012,03,6.31,8881,1407940
2012,04,8.86,12514,1412141
2012,05,9.63,13539,1405229
