anno,settimana,incidenza,numero_casi,numero_assistiti,target
2011,42,0.47,568,1218830,ILI
2011,43,0.54,678,1249580,ILI
2011,44,0.53,697,1309539,ILI
2011,45,0.72,967,1337774,ILI
2011,46,0.89,1213,1365436,ILI
2011,47,1.14,1557,1371719,ILI
2011,48,1.29,1735,1343497,ILI
2011,49,1.36,1885,1381052,ILI
2011,50,1.76,2430,1382449,ILI
2011,51,2.2,2843,1293427,ILI
2011,52,3.07,4074,1325645,ILI
2012,1,3.13,4256,1361517,ILI
2012,2,4.24,5945,1402095,ILI
2012,3,6.31,8881,1407940,ILI
2012,4,8.86,12514,1412141,ILI
2012,5,9.63,13539,1405229,ILI
2012,6,8.87,12252,1381410,ILI
2012,7,7.13,9698,1360331,ILI
2012,8,5.75,7553,1313876,ILI
2012,9,4.02,5305,1318923,ILI
2012,10,2.95,3800,1288852,ILI
