anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,1,2.37,409.0,172450.0,ILI
2012,2,3.54,671.0,189595.0,ILI
2012,3,5.93,1187.0,200217.0,ILI
2012,4,8.44,1702.0,201626.0,ILI
2012,5,8.42,1641.0,194992.0,ILI
2012,6,7.89,1501.0,190177.0,ILI
2012,7,6.33,1213.0,191602.0,ILI
2012,8,4.61,860.0,186634.0,ILI
2012,9,4.61,860.0,186634.0,ILI
2012,10,4.61,860.0,186634.0,ILI
2012,11,1.19,225.0,188557.0,ILI
2012,12,0.8,148.0,185881.0,ILI
2012,13,0.87,158.0,181083.0,ILI
2012,14,0.62,101.0,163602.0,ILI
2012,15,0.39,72.0,186883.0,ILI
